"country","model","block","year_month","weight","surprise_zscore","cross_mean_w","contrib_var"
"France","factor_midas","Expenditures","2013-01",0.274936757393156,0.581245173475262,1.94167595829612,0.508845230438369
"France","factor_midas","Expenditures","2013-06",0.275505298641831,-0.00844409780028469,-0.329573320622594,0.0284112022872741
"France","factor_midas","Expenditures","2013-07",0.274379620185005,0.0708818876995,0.0982345835687353,0.000205282592563202
"France","factor_midas","Expenditures","2013-08",0.274379620185005,-0.224113385754585,-0.748165567990401,0.0753530643327116
"France","factor_midas","Expenditures","2013-09",0.274379620185005,0.0885835987309651,0.0502478074781042,0.000403237314439287
"France","factor_midas","Expenditures","2013-10",0.275394561632496,0.536894080345008,0.163555033683438,0.0383850568413242
"France","factor_midas","Expenditures","2013-11",0.275394561632496,-0.956279393288787,-0.981618850783622,0.000176827572517812
"France","factor_midas","Expenditures","2013-12",0.275394561632496,0.098102131164838,0.0907925379311032,0.0000147143736302197
"France","factor_midas","Expenditures","2014-01",0.27414536946221,0.00630722524945684,-0.0703703182007755,0.00161182280531514
"France","factor_midas","Expenditures","2014-02",0.27414536946221,0.0523965386682999,0.477366888869155,0.0495105984982458
"France","factor_midas","Expenditures","2014-03",0.27414536946221,0.180590699881873,0.236603962959934,0.000860127160138951
"France","factor_midas","Expenditures","2014-04",0.274446023440493,0.0791894202983815,-0.62085793747531,0.134496748115094
"France","factor_midas","Expenditures","2014-05",0.274446023440493,-0.0202723042801348,0.496062247195188,0.0731676855788017
"France","factor_midas","Expenditures","2014-06",0.274446023440493,0.0888799856624251,0.470453050495553,0.0399587931654707
"France","factor_midas","Expenditures","2014-07",0.27488328113953,0.112998890890083,-0.225339865636306,0.0314667452247112
"France","factor_midas","Expenditures","2014-08",0.27488328113953,-0.00864566363951006,-0.53505162548451,0.0761710469091228
"France","factor_midas","Expenditures","2014-09",0.27488328113953,0.110321686748256,0.0671746083633722,0.000511742060572089
"France","factor_midas","Expenditures","2014-10",0.273198398360045,0.186194360698401,0.690382265329004,0.0694485199300331
"France","factor_midas","Expenditures","2014-11",0.273198398360045,0.00752013679642493,0.255734969867499,0.0168319181589921
"France","factor_midas","Expenditures","2014-12",0.273198398360045,0.106733606172507,0.59239916036112,0.0644395877590539
"France","factor_midas","Expenditures","2015-01",0.273958617682933,0.0145659759528681,-0.462138430871704,0.0622562990559626
"France","factor_midas","Expenditures","2015-02",0.273958617682933,-1.56371107681702,-0.25054432181613,0.472416137890262
"France","factor_midas","Expenditures","2015-03",0.273958617682933,0.171130461237881,0.144227299334032,0.000198285801297947
"France","factor_midas","Expenditures","2015-04",0.272865085964972,0.78024229555241,0.623077783366989,0.00673995423316984
"France","factor_midas","Expenditures","2015-05",0.272865085964972,0.122546116385743,0.624032076646676,0.0686223406729483
"France","factor_midas","Expenditures","2015-06",0.272865085964972,-0.0960298442899378,-0.34111254058713,0.0163897854678826
"France","factor_midas","Expenditures","2015-07",0.272518600589433,-0.455132413908382,0.171253620148775,0.106925251965149
"France","factor_midas","Expenditures","2015-08",0.272518600589433,0.0700756371963877,-0.0675536831131358,0.00516200095211412
"France","factor_midas","Expenditures","2015-09",0.272518600589433,0.088231355761641,-0.147380491751211,0.0151283094560495
"France","factor_midas","Expenditures","2015-10",0.271829635161201,-0.0859423349277938,-0.05007348447701,0.000349729058637884
"France","factor_midas","Expenditures","2015-11",0.271829635161201,0.0922375252586449,0.768870756594537,0.124452449526342
"France","factor_midas","Expenditures","2015-12",0.271829635161201,0.499151596676026,2.14051424599895,0.73232843124245
"France","factor_midas","Expenditures","2016-01",0.27116748092685,0.062393896503995,0.205085036448731,0.00552117638366917
"France","factor_midas","Expenditures","2016-02",0.27116748092685,0.33189927137486,0.0523853360147976,0.0211857838129495
"France","factor_midas","Expenditures","2016-03",0.27116748092685,-0.0024803553377884,-0.130007463860762,0.00441004105331156
"France","factor_midas","Expenditures","2016-04",0.27024149176571,0.059793123092922,0.00935451557498416,0.00068750871253614
"France","factor_midas","Expenditures","2016-05",0.27024149176571,-0.883305601560886,-0.373020294820957,0.0703684777592908
"France","factor_midas","Expenditures","2016-06",0.27024149176571,0.116785561491802,0.0194769749242714,0.00255890615145414
"France","factor_midas","Expenditures","2016-07",0.269542404976246,0.183396359588598,0.218991816111181,0.000341520072155019
"France","factor_midas","Expenditures","2016-08",0.269542404976246,-0.309479455782113,-0.244317401141748,0.00114450221734336
"France","factor_midas","Expenditures","2016-09",0.269542404976246,0.115617037070713,-0.107761220032627,0.0134495853456523
"France","factor_midas","Expenditures","2016-10",0.269854454376294,-0.0400564817913811,-0.699932197997269,0.117504333627819
"France","factor_midas","Expenditures","2016-11",0.269854454376294,0.782475077393226,0.654789113030573,0.00439962755072457
"France","factor_midas","Expenditures","2016-12",0.269854454376294,0.0701341099957164,-0.245768837787845,0.026930036875113
"France","factor_midas","Expenditures","2017-01",0.269323466416481,-0.336468423763974,0.00567554573299184,0.0315276771732261
"France","factor_midas","Expenditures","2017-02",0.269323466416481,0.557766566186211,0.0477082385188852,0.0700670577209401
"France","factor_midas","Expenditures","2017-03",0.269323466416481,0.0614374722981026,0.267942317937323,0.0114850975754393
"France","factor_midas","Expenditures","2017-04",0.269412631574325,0.0781199958809214,0.0305101506759694,0.000610676900858579
"France","factor_midas","Expenditures","2017-05",0.269412631574325,0.0869513765310568,-0.212968846918243,0.0242342428700344
"France","factor_midas","Expenditures","2017-06",0.269412631574325,0.0924449796933016,-0.00827562946253394,0.00273309445747804
"France","factor_midas","Expenditures","2017-07",0.269737143813941,0.0898657161626357,-0.00151866766905215,0.00225260337447069
"France","factor_midas","Expenditures","2017-08",0.269737143813941,0.128802274435736,-0.153392945756701,0.0214802860939287
"France","factor_midas","Expenditures","2017-09",0.269737143813941,0.0182731527724236,0.0352535054464303,0.0000777739518231659
"France","factor_midas","Expenditures","2017-10",0.269272277455705,0.0976109369414709,0.0866984809284919,0.000032065399548541
"France","factor_midas","Expenditures","2017-11",0.269272277455705,0.0634441775233626,-0.345951149720506,0.0451312545737655
"France","factor_midas","Expenditures","2017-12",0.269272277455705,0.106629263907862,0.029771260718746,0.00159063244847983
"France","factor_midas","Expenditures","2018-01",0.269743419302901,0.0883303330580787,0.0214426957288189,0.00120682019666613
"France","factor_midas","Expenditures","2018-02",0.269743419302901,0.353619726654022,0.335405477425156,0.0000894897733188284
"France","factor_midas","Expenditures","2018-03",0.269743419302901,0.0500513883272475,-0.0593165810697576,0.00322649618488482
"France","factor_midas","Expenditures","2018-04",0.268966762356917,0.115274988143315,-0.13038827361176,0.0162322619630583
"France","factor_midas","Expenditures","2018-05",0.268966762356917,-0.0349869441923506,-0.401217240571151,0.0360750674795742
"France","factor_midas","Expenditures","2018-06",0.268966762356917,0.138944646018331,0.0133561188532988,0.0042422723838252
"France","factor_midas","Expenditures","2018-07",0.270524479717079,0.0742748647444516,-0.0182166968451091,0.00231425278147259
"France","factor_midas","Expenditures","2018-08",0.270524479717079,0.173753180663164,-0.378131734493268,0.0823955235234378
"France","factor_midas","Expenditures","2018-09",0.270524479717079,0.0948479628774824,-0.000410135202422354,0.00245476760160037
"France","factor_midas","Expenditures","2018-10",0.271142703463662,0.100979277631281,0.0328781013979781,0.00125749755125322
"France","factor_midas","Expenditures","2018-11",0.271142703463662,0.121389384699389,0.142904362307936,0.000125510401479924
"France","factor_midas","Expenditures","2018-12",0.271142703463662,0.0963370651225941,0.157126983529906,0.00100198459117437
"France","factor_midas","Expenditures","2019-01",0.271946750552855,0.0519435948338742,-0.0596146109212606,0.00338444074800367
"France","factor_midas","Expenditures","2019-02",0.271946750552855,-0.00314985566106641,0.0228670663975769,0.00018407537998809
"France","factor_midas","Expenditures","2019-03",0.271946750552855,0.133735517878453,-0.00172302091237261,0.00498995520398268
"France","factor_midas","Expenditures","2019-04",0.272620739257298,0.0272420392966905,-0.0488579029829765,0.00157880155641252
"France","factor_midas","Expenditures","2019-05",0.272620739257298,0.0297960540687372,-0.0516961253330583,0.00181046759667173
"France","factor_midas","Expenditures","2019-06",0.272620739257298,0.0160092809215731,0.00868695927467805,0.000014616941050537
"France","factor_midas","Expenditures","2019-07",0.272427948044767,0.13641309561816,0.0158785019239574,0.00395799349229761
"France","factor_midas","Expenditures","2019-08",0.272427948044767,-0.119294258617274,0.256264394668392,0.0384244097929973
"France","factor_midas","Expenditures","2019-09",0.272427948044767,0.112150991000223,-0.0800657669627009,0.0100654722324727
"France","factor_midas","Expenditures","2019-10",0.271711232612818,0.0360504782849059,0.01836688452147,0.0000849666805402338
"France","factor_midas","Expenditures","2019-11",0.271711232612818,0.130489831558598,0.0768010138002226,0.000783204680562353
"France","factor_midas","Expenditures","2019-12",0.271711232612818,0.111697507660062,0.0526719864622462,0.000946645236441048
"France","factor_midas","Expenditures","2020-01",0.268751107912543,0.125673962078939,0.0210384652421972,0.00294244493961261
"France","factor_midas","Expenditures","2020-02",0.268751107912543,0.398209495798617,0.0444099068199765,0.033640691269151
"France","factor_midas","Expenditures","2020-03",0.268751107912543,1.01720642022324,0.529243021302205,0.0639918637001652
"France","factor_midas","Expenditures","2020-04",0.267258526083296,0.7670868964644,0.361927733039488,0.0438715421149739
"France","factor_midas","Expenditures","2020-05",0.267258526083296,-1.65738607284135,-0.569406585341135,0.316353747674759
"France","factor_midas","Expenditures","2020-06",0.267258526083296,0.03022748682036,-0.174702549133006,0.0112238744867997
"France","factor_midas","Expenditures","2020-07",0.274080020634986,0.935287035744932,0.311246844755727,0.106733929960338
"France","factor_midas","Expenditures","2020-08",0.274080020634986,-8.93309065268077,-4.53399408527079,5.30401043035319
"France","factor_midas","Expenditures","2020-09",0.274080020634986,1.20065399280853,0.32629496254632,0.209535193654124
"France","factor_midas","Expenditures","2020-10",0.272432256143419,-1.03183521268153,-0.519586619729,0.0714858483230069
"France","factor_midas","Expenditures","2020-11",0.272432256143419,-0.597737730368035,-0.151898275670025,0.0541521276397094
"France","factor_midas","Expenditures","2020-12",0.272432256143419,-0.371274174436193,-0.516308594223046,0.00573060785562648
"France","factor_midas","Expenditures","2021-01",0.272628381167368,3.48468195803782,-0.0592041288940983,3.4239748983137
"France","factor_midas","Expenditures","2021-02",0.272628381167368,-5.0713107011596,-0.918554914233236,4.7015802026407
"France","factor_midas","Expenditures","2021-03",0.272628381167368,-0.0302738273887545,0.125073012539513,0.0065792427607095
"France","factor_midas","Expenditures","2021-04",0.270643500195637,0.0340960150395189,-0.0153552081514068,0.000661837968755892
"France","factor_midas","Expenditures","2021-05",0.270643500195637,-0.478130359450212,-0.51426007969513,0.000353286302225674
"France","factor_midas","Expenditures","2021-06",0.270643500195637,0.0940667010853863,0.3288177443027,0.0149146361611675
"France","factor_midas","Expenditures","2021-07",0.2744524155833,0.323412380232491,-0.148204162788979,0.0610443000934244
"France","factor_midas","Expenditures","2021-08",0.2744524155833,0.332011193939797,0.627940951717908,0.0240350115345821
"France","factor_midas","Expenditures","2021-09",0.2744524155833,0.108077208628255,-0.0367177381778617,0.00575405314761661
"France","factor_midas","Expenditures","2021-10",0.273354798156717,-0.0447798674074187,-0.360400835172885,0.0272306742994347
"France","factor_midas","Expenditures","2021-11",0.273354798156717,1.03275798548347,0.248909520177245,0.167954222243329
"France","factor_midas","Expenditures","2021-12",0.273354798156717,-0.166916379145408,0.234719534015638,0.0440952470299821
"France","factor_midas","Expenditures","2022-01",0.271503156932644,0.282277180958444,-2.46334329338611,2.04670802907292
"France","factor_midas","Expenditures","2022-02",0.271503156932644,-0.334869727705389,1.6006082189556,1.01707115657208
"France","factor_midas","Expenditures","2022-03",0.271503156932644,0.00478296691748395,-0.413740929732369,0.0475571044116157
"France","factor_midas","Expenditures","2022-04",0.270661407669894,-1.54981555237852,0.496590794127734,1.13347014156313
"France","factor_midas","Expenditures","2022-05",0.270661407669894,-0.556088438262475,-0.221144940958254,0.0303647309634068
"France","factor_midas","Expenditures","2022-06",0.270661407669894,0.658214667488811,-0.283103354427409,0.239827556819488
"France","factor_midas","Expenditures","2022-07",0.271083235349986,-1.34773075392331,0.583399637273217,1.01094110993773
"France","factor_midas","Expenditures","2022-08",0.271083235349986,0.23114798635594,-0.033323623686108,0.0189609799283497
"France","factor_midas","Expenditures","2022-09",0.271083235349986,0.511991668525567,-0.293670420767077,0.175957797325467
"France","factor_midas","Expenditures","2022-10",0.272057124717422,1.06483760277646,0.429574728485751,0.109791079280207
"France","factor_midas","Expenditures","2022-11",0.272057124717422,0.498505385210839,0.0142169373337434,0.0638069995660206
"France","factor_midas","Expenditures","2022-12",0.272057124717422,-0.170913903511287,0.0219350794378939,0.0101180031310279
"France","factor_midas","Expenditures","2023-01",0.272227859889301,0.958987918931119,-0.02854786911167,0.265483940785879
"France","factor_midas","Expenditures","2023-02",0.272227859889301,0.971510012962098,0.361108764505954,0.101429292323952
"France","factor_midas","Expenditures","2023-03",0.272227859889301,-0.163678421856526,0.0528848792201785,0.0127673949896256
"France","factor_midas","Expenditures","2023-04",0.273963578603463,-0.13490711692363,0.00141377998614457,0.00509117118708969
"France","factor_midas","Expenditures","2023-05",0.273963578603463,-0.381294449591285,-0.178803494004401,0.0112332154924065
"France","factor_midas","Expenditures","2023-06",0.273963578603463,0.394834687062182,-0.0107971773943841,0.0450772027177767
"France","factor_midas","Expenditures","2023-07",0.274105777340174,-0.0827961735891839,-0.104486611007253,0.000128959936258176
"France","factor_midas","Expenditures","2023-08",0.274105777340174,-0.726383501294923,-0.141453608162938,0.0937833674613251
"France","factor_midas","Expenditures","2023-09",0.274105777340174,-0.111309873175136,0.0254044519046981,0.00512325809469401
"France","factor_midas","Expenditures","2023-10",0.274695234743022,-0.0274016275011327,-0.0340617712347431,0.0000121847978725748
"France","factor_midas","Expenditures","2023-11",0.274695234743022,-0.0936487244052262,0.161582217526368,0.0178944260003456
"France","factor_midas","Expenditures","2023-12",0.274695234743022,-0.188954340140571,-0.122695550181058,0.00120597450416207
"France","factor_midas","Expenditures","2024-01",0.274663950215514,0.336767720509425,-0.151642138770831,0.0655194897027381
"France","factor_midas","Expenditures","2024-02",0.274663950215514,-0.280775587571589,-0.136260201061393,0.00573627336009748
"France","factor_midas","Expenditures","2024-03",0.274663950215514,-0.300821725620317,-0.073158763024264,0.0142359491449575
"France","factor_midas","Expenditures","2024-04",0.274845715358176,0.269526225379181,-0.118879274980971,0.0414629037942848
"France","factor_midas","Expenditures","2024-05",0.274845715358176,0.327334680975016,0.350172939667229,0.000143355693806954
"France","factor_midas","Expenditures","2024-06",0.274845715358176,0.122307735099455,-0.00738302615119905,0.00462282070689235
"France","factor_midas","Expenditures","2024-07",0.275185511913839,0.105335313892504,0.0424712422084601,0.00108750328784865
"France","factor_midas","Expenditures","2024-08",0.275185511913839,0.404138005185676,0.0496281598155869,0.0345845530012387
"France","factor_midas","Expenditures","2024-09",0.275185511913839,0.086785920629713,0.065323426572578,0.000126761083024716
"France","factor_midas","Expenditures","2024-10",0.274470951406687,0.276212183862874,-0.0688945359117511,0.0326891192370329
"France","factor_midas","Expenditures","2024-11",0.274470951406687,0.401252083779303,0.111961815919503,0.0229701607733872
"France","factor_midas","Expenditures","2024-12",0.274470951406687,0.0112045429328835,-0.056300114310835,0.00125073084584541
"France","factor_midas","Expenditures","2025-01",0.274060826203008,0.251924144984853,-0.0230798631999701,0.0207264541535498
"France","factor_midas","Expenditures","2025-02",0.274060826203008,0.915807336360958,0.379093563363542,0.0789464204081525
"France","factor_midas","Expenditures","2025-03",0.274060826203008,0.487003197781065,0.200731834829094,0.0224596391355078
"France","factor_midas","Expenditures","2025-04",0.274661142396851,-0.0398800699506348,0.178485000954325,0.0130967508024467
"France","factor_midas","Expenditures","2025-05",0.274661142396851,0.809138982285359,-0.00916824849126682,0.18392044097718
"France","factor_midas","Expenditures","2025-06",0.274661142396851,0.223084949933117,-0.00254330679151951,0.0139824797137503
"France","factor_midas","Expenditures","2025-07",0.275442830913898,0.172752654812807,-0.0125643958306383,0.00945937042675368
"France","factor_midas","Expenditures","2025-08",0.275442830913898,-0.199594312753158,-0.166153369995034,0.000308026795780487
"France","factor_midas","Expenditures","2025-09",0.275442830913898,0.1180847367391,0.0222559578504271,0.00252943417226649
"France","factor_midas","Revenues","2013-05",0.275505298641831,-0.811107286606004,-0.543741817672136,0.0196943017606718
"France","factor_midas","Revenues","2013-06",0.275505298641831,1.03732130967423,0.647908623967088,0.0417782405599642
"France","factor_midas","Revenues","2013-07",0.274379620185005,-1.47346852097735,-1.04545437573957,0.0502652786760818
"France","factor_midas","Revenues","2013-08",0.274379620185005,0.456405550240312,0.271666786318509,0.00936414041898541
"France","factor_midas","Revenues","2013-09",0.274379620185005,0.0183947652605899,-0.141263546682519,0.00699414959418968
"France","factor_midas","Revenues","2013-10",0.275394561632496,0.453496672289469,-0.0210486752877475,0.0620170065303841
"France","factor_midas","Revenues","2013-11",0.275394561632496,-0.69947117585086,0.0674706407846904,0.1619870123323
"France","factor_midas","Revenues","2013-12",0.275394561632496,0.32168255274511,0.0790630013885146,0.0162108934159046
"France","factor_midas","Revenues","2014-01",0.27414536946221,0.183542303427893,0.139755037567651,0.000525625674968739
"France","factor_midas","Revenues","2014-02",0.27414536946221,-1.02515751099185,0.0375177286301042,0.309586516816329
"France","factor_midas","Revenues","2014-03",0.27414536946221,0.860537349704908,0.591136196894748,0.0198966433078278
"France","factor_midas","Revenues","2014-04",0.274446023440493,-0.196455891078385,-0.123508142534058,0.00146042993839359
"France","factor_midas","Revenues","2014-05",0.274446023440493,-0.201226499688346,-0.197135527063501,0.00000459314429645266
"France","factor_midas","Revenues","2014-06",0.274446023440493,0.182758411226055,-1.14850639775646,0.486391353883119
"France","factor_midas","Revenues","2014-07",0.27488328113953,0.627121189131183,0.368258078846162,0.018419958869606
"France","factor_midas","Revenues","2014-08",0.27488328113953,-0.254729443858739,0.0482897111943379,0.0252399500937254
"France","factor_midas","Revenues","2014-09",0.27488328113953,-0.668429935402773,-0.216996702982984,0.0560190035508361
"France","factor_midas","Revenues","2014-10",0.273198398360045,-0.0840098960932658,0.0702866389694425,0.00650414921316381
"France","factor_midas","Revenues","2014-11",0.273198398360045,0.983449446360387,0.241015075195305,0.150589360089097
"France","factor_midas","Revenues","2014-12",0.273198398360045,0.0750099702074296,0.0129385019930609,0.00105259713892372
"France","factor_midas","Revenues","2015-01",0.273958617682933,0.312409649255894,-0.282191119934095,0.0968580897523524
"France","factor_midas","Revenues","2015-02",0.273958617682933,-0.60520016732797,0.138089633573551,0.151356582614754
"France","factor_midas","Revenues","2015-03",0.273958617682933,-0.0551358705104415,1.03275889068023,0.324234136537295
"France","factor_midas","Revenues","2015-04",0.272865085964972,0.00570035988136285,-0.85780282925948,0.203458510841644
"France","factor_midas","Revenues","2015-05",0.272865085964972,-0.0560058909586924,0.198215816729841,0.0176349094126536
"France","factor_midas","Revenues","2015-06",0.272865085964972,0.0836311197031653,0.226939775851834,0.00560393148352788
"France","factor_midas","Revenues","2015-07",0.272518600589433,0.170834330600969,0.304165251524293,0.00484459980941595
"France","factor_midas","Revenues","2015-08",0.272518600589433,-0.171967553770375,-0.31781620053442,0.00579696873392581
"France","factor_midas","Revenues","2015-09",0.272518600589433,-0.345386500755601,-0.185769598036185,0.00694310780774611
