"country","model","block","year_month","weight","surprise_zscore","cross_mean_w","contrib_var"
"France","factor_midas","Revenues","2015-10",0.271829635161201,0.123775885502512,-0.04855219542063,0.008072515834029
"France","factor_midas","Revenues","2015-11",0.271829635161201,0.550633500614498,0.194734981819751,0.034430962494722
"France","factor_midas","Revenues","2015-12",0.271829635161201,-0.0576409315498017,0.245829314169485,0.0250339300782035
"France","factor_midas","Revenues","2016-01",0.27116748092685,0.0686384053341281,0.34223557381308,0.0202983531260656
"France","factor_midas","Revenues","2016-02",0.27116748092685,0.463850837234037,-0.016946563186413,0.0626847399274636
"France","factor_midas","Revenues","2016-03",0.27116748092685,0.302748832249108,0.0225103537740521,0.0212957597866057
"France","factor_midas","Revenues","2016-04",0.27024149176571,-0.161937021822239,0.0402279883246451,0.0110449565938908
"France","factor_midas","Revenues","2016-05",0.27024149176571,-0.00863808230642953,0.0521509327272049,0.000998624559737066
"France","factor_midas","Revenues","2016-06",0.27024149176571,-0.051416809221895,-0.13351055944878,0.00182126113880482
"France","factor_midas","Revenues","2016-07",0.269542404976246,-0.192355609930578,-0.239121144833784,0.000589493351493928
"France","factor_midas","Revenues","2016-08",0.269542404976246,0.0571956893585819,-0.0690190938212372,0.00429385673594197
"France","factor_midas","Revenues","2016-09",0.269542404976246,0.0378227939118909,-0.104790895959552,0.00548213255377925
"France","factor_midas","Revenues","2016-10",0.269854454376294,0.0534904665269266,0.222843280712381,0.00773952712841857
"France","factor_midas","Revenues","2016-11",0.269854454376294,0.0378186439788703,-0.0469750170541152,0.00194024406893847
"France","factor_midas","Revenues","2016-12",0.269854454376294,0.0885271363170248,0.15306472799461,0.0011239709874916
"France","factor_midas","Revenues","2017-01",0.269323466416481,0.0419731523292153,-0.0701484662868778,0.00338573460970318
"France","factor_midas","Revenues","2017-02",0.269323466416481,0.02421546927742,-0.0652167522476504,0.00215408200836038
"France","factor_midas","Revenues","2017-03",0.269323466416481,-0.130041019660353,-0.145278406781372,0.000062530974702925
"France","factor_midas","Revenues","2017-04",0.269412631574325,0.217289008113778,0.0733250017933505,0.00558374789760449
"France","factor_midas","Revenues","2017-05",0.269412631574325,0.00992590826968929,-0.0129779955802936,0.000141330852219322
"France","factor_midas","Revenues","2017-06",0.269412631574325,-0.08215572870219,0.126724584864032,0.0117547385935888
"France","factor_midas","Revenues","2017-07",0.269737143813941,-0.0204362723021655,-0.105976115596018,0.0019736841577549
"France","factor_midas","Revenues","2017-08",0.269737143813941,0.145309386665233,0.123985969075561,0.000122646279590234
"France","factor_midas","Revenues","2017-09",0.269737143813941,0.145271773404269,-0.0260317177982442,0.00791540576166569
"France","factor_midas","Revenues","2017-10",0.269272277455705,-0.0863750091882892,0.0347852477059076,0.00395286529256145
"France","factor_midas","Revenues","2017-11",0.269272277455705,0.251988246027509,-0.0428671181490088,0.0234104471922514
"France","factor_midas","Revenues","2017-12",0.269272277455705,-0.0113053203015267,-0.0134729629584019,0.00000126522283423574
"France","factor_midas","Revenues","2018-01",0.269743419302901,0.0825552518845843,0.0635581598323228,0.0000973475694582277
"France","factor_midas","Revenues","2018-02",0.269743419302901,-0.193090781165452,0.103498140740751,0.0237279768032259
"France","factor_midas","Revenues","2018-03",0.269743419302901,0.0784236185598939,-0.0442800167373243,0.00406130604538848
"France","factor_midas","Revenues","2018-04",0.268966762356917,-0.0939087082514255,-0.0168652385186905,0.00159650499690275
"France","factor_midas","Revenues","2018-05",0.268966762356917,0.204864424082444,0.315353090707173,0.00328347777003911
"France","factor_midas","Revenues","2018-06",0.268966762356917,-0.0795841081195588,0.0231012362493059,0.0028360608390395
"France","factor_midas","Revenues","2018-07",0.270524479717079,0.0422257268732246,0.0344419187838075,0.0000163904474638429
"France","factor_midas","Revenues","2018-08",0.270524479717079,-0.0205909890541872,0.072594246315435,0.00234909609791798
"France","factor_midas","Revenues","2018-09",0.270524479717079,-0.0113554597350173,-0.0072119924323257,0.00000464445118418011
"France","factor_midas","Revenues","2018-10",0.271142703463662,0.0128857205973581,0.0106635782383068,0.00000133888007372552
"France","factor_midas","Revenues","2018-11",0.271142703463662,-0.116125896109188,-0.150249089042728,0.000315716475024162
"France","factor_midas","Revenues","2018-12",0.271142703463662,-0.0358594258236985,0.013051537283747,0.000648649893550521
"France","factor_midas","Revenues","2019-01",0.271946750552855,0.0970161674052498,-0.0126509800084775,0.00327067181146462
"France","factor_midas","Revenues","2019-02",0.271946750552855,0.0790682156124767,0.230420392822285,0.00622961516982481
"France","factor_midas","Revenues","2019-03",0.271946750552855,-0.00784935904853569,-0.0297807175501173,0.000130802167959222
"France","factor_midas","Revenues","2019-04",0.272620739257298,0.0802066259564993,0.033285872631786,0.000600190122090473
"France","factor_midas","Revenues","2019-05",0.272620739257298,-0.0149581734318065,0.120004745376999,0.00496578389034766
"France","factor_midas","Revenues","2019-06",0.272620739257298,0.0593557827351663,0.155590805901071,0.00252478965177647
"France","factor_midas","Revenues","2019-07",0.272427948044767,-0.06034297155744,0.00938900518537116,0.0013246941320427
"France","factor_midas","Revenues","2019-08",0.272427948044767,0.0704383764959453,0.044655040895975,0.000181104758817804
"France","factor_midas","Revenues","2019-09",0.272427948044767,-0.0501662289606522,-0.0354183513970718,0.0000592530494492452
"France","factor_midas","Revenues","2019-10",0.271711232612818,0.0690339814669904,0.00109885961135866,0.0012539964588831
"France","factor_midas","Revenues","2019-11",0.271711232612818,-0.00542791631829765,-0.0343316008234158,0.000226993807097683
"France","factor_midas","Revenues","2019-12",0.271711232612818,0.0171208517914364,-0.048876086528224,0.00118346432194048
"France","factor_midas","Revenues","2020-01",0.268751107912543,0.0173456858199775,0.00673376471594775,0.0000302648334482138
"France","factor_midas","Revenues","2020-02",0.268751107912543,-0.00316167368966899,-0.0316889975594576,0.000218711857305745
"France","factor_midas","Revenues","2020-03",0.268751107912543,0.53211174177682,-0.358534225525464,0.213186880602442
"France","factor_midas","Revenues","2020-04",0.267258526083296,-0.226304860512197,0.837225864064496,0.302295477998575
"France","factor_midas","Revenues","2020-05",0.267258526083296,-0.280257933569825,-1.09032707776881,0.17537825683126
"France","factor_midas","Revenues","2020-06",0.267258526083296,-5.32746256744879,-1.04855096045518,4.89325894821903
"France","factor_midas","Revenues","2020-07",0.274080020634986,7.0763945769037,2.44014273742079,5.89130375667085
"France","factor_midas","Revenues","2020-08",0.274080020634986,1.7244114433616,2.38975772803847,0.121331299907224
"France","factor_midas","Revenues","2020-09",0.274080020634986,-2.84887649753885,0.121340790639702,2.41798621978947
"France","factor_midas","Revenues","2020-10",0.272432256143419,2.73420063281523,1.55369416240381,0.379660373485692
"France","factor_midas","Revenues","2020-11",0.272432256143419,-2.32692442180829,-2.89942130746199,0.0892904031818449
"France","factor_midas","Revenues","2020-12",0.272432256143419,-1.98536275432881,-0.625163506720762,0.50403835739139
"France","factor_midas","Revenues","2021-01",0.272628381167368,0.365620458270055,-0.0344069259164148,0.0436265137563628
"France","factor_midas","Revenues","2021-02",0.272628381167368,0.465267073142018,-0.513880272217551,0.26137687808495
"France","factor_midas","Revenues","2021-03",0.272628381167368,1.16894136142587,-0.235162386519303,0.537488853198918
"France","factor_midas","Revenues","2021-04",0.270643500195637,-2.34495897306149,-0.641529083008038,0.78531904278278
"France","factor_midas","Revenues","2021-05",0.270643500195637,1.74237077520222,0.782396029803875,0.249411926764842
"France","factor_midas","Revenues","2021-06",0.270643500195637,-0.248043912228243,-0.125566215813949,0.00405986526091931
"France","factor_midas","Revenues","2021-07",0.2744524155833,-0.532813839297627,0.31735445470821,0.198370398816146
"France","factor_midas","Revenues","2021-08",0.2744524155833,1.48123673462444,0.469764576327578,0.280785659492938
"France","factor_midas","Revenues","2021-09",0.2744524155833,-0.774642451260441,-0.0855221601321422,0.130333822704266
"France","factor_midas","Revenues","2021-10",0.273354798156717,0.022751266812465,-0.303176980784951,0.0290382676972263
"France","factor_midas","Revenues","2021-11",0.273354798156717,0.554324479320277,0.972292711933011,0.0477543843991692
"France","factor_midas","Revenues","2021-12",0.273354798156717,-1.27139172294283,-0.713977644696553,0.0849341936097862
"France","factor_midas","Revenues","2022-01",0.271503156932644,0.574159450093356,-0.125273979613299,0.13282127817745
"France","factor_midas","Revenues","2022-02",0.271503156932644,0.849076719050119,-0.274624555648631,0.342828272890459
"France","factor_midas","Revenues","2022-03",0.271503156932644,0.193214700142884,1.2599019901197,0.308922203830085
"France","factor_midas","Revenues","2022-04",0.270661407669894,-1.07884914805776,-2.19671984746545,0.338227941268262
"France","factor_midas","Revenues","2022-05",0.270661407669894,-0.0222921998366941,0.0509323418339544,0.00145124140358016
