"model","country","block","publication_date","nowcast_value","nb_factors","lambda","gamma","cv_mse","df","n_selected","n_selected_groups","date_new","last_obs_y","target_name","selected_columns","status","error","target_date","target_pub_date","surprise_raw","surprise","year_month"
"factor_midas","Germany","Revenues",2013-12-07,9474.81544744915,2,NA,NA,NA,NA,NA,NA,2013-12-01,-1109,"Total revenues accrual",NA,"OK",NA,2013-10-01,2013-12-15,-657.179473392003,-657.179473392003,"2013-12"
"factor_midas","Germany","Revenues",2013-12-15,3635.60095892683,2,NA,NA,NA,NA,NA,NA,2013-12-01,-916,"Total revenues accrual",NA,"OK",NA,2014-01-01,2014-03-15,NA,0,"2013-12"
"factor_midas","Germany","Revenues",2013-12-26,3638.7077266212,2,NA,NA,NA,NA,NA,NA,2013-12-01,-916,"Total revenues accrual",NA,"OK",NA,2014-01-01,2014-03-15,3.10676769437578,3.10676769437578,"2013-12"
"factor_midas","Germany","Revenues",2013-12-27,3535.25160067244,2,NA,NA,NA,NA,NA,NA,2013-12-01,-916,"Total revenues accrual",NA,"OK",NA,2014-01-01,2014-03-15,-103.45612594876,-103.45612594876,"2013-12"
"factor_midas","Germany","Revenues",2014-01-01,3066.01119254242,2,NA,NA,NA,NA,NA,NA,2014-01-01,-916,"Total revenues accrual",NA,"OK",NA,2014-01-01,2014-03-15,-469.240408130026,-469.240408130026,"2014-01"
"factor_midas","Germany","Revenues",2014-01-03,3218.5497362816,2,NA,NA,NA,NA,NA,NA,2014-01-01,-916,"Total revenues accrual",NA,"OK",NA,2014-01-01,2014-03-15,152.538543739183,152.538543739183,"2014-01"
"factor_midas","Germany","Revenues",2014-01-05,3651.81127538935,2,NA,NA,NA,NA,NA,NA,2014-01-01,-916,"Total revenues accrual",NA,"OK",NA,2014-01-01,2014-03-15,433.261539107744,433.261539107744,"2014-01"
"factor_midas","Germany","Revenues",2014-01-27,4261.19366515631,2,NA,NA,NA,NA,NA,NA,2014-01-01,-916,"Total revenues accrual",NA,"OK",NA,2014-01-01,2014-03-15,609.382389766961,609.382389766961,"2014-01"
"factor_midas","Germany","Revenues",2014-01-30,4386.33580821651,2,NA,NA,NA,NA,NA,NA,2014-01-01,-916,"Total revenues accrual",NA,"OK",NA,2014-01-01,2014-03-15,125.142143060207,125.142143060207,"2014-01"
"factor_midas","Germany","Revenues",2014-02-01,5956.38295563341,2,NA,NA,NA,NA,NA,NA,2014-02-01,-916,"Total revenues accrual",NA,"OK",NA,2014-01-01,2014-03-15,1570.0471474169,1570.0471474169,"2014-02"
"factor_midas","Germany","Revenues",2014-02-05,5157.2414680074,2,NA,NA,NA,NA,NA,NA,2014-02-01,-916,"Total revenues accrual",NA,"OK",NA,2014-01-01,2014-03-15,-799.141487626019,-799.141487626019,"2014-02"
"factor_midas","Germany","Revenues",2014-02-06,5181.69662918089,2,NA,NA,NA,NA,NA,NA,2014-02-01,-916,"Total revenues accrual",NA,"OK",NA,2014-01-01,2014-03-15,24.455161173496,24.455161173496,"2014-02"
"factor_midas","Germany","Revenues",2014-02-15,6677.85295801745,2,NA,NA,NA,NA,NA,NA,2014-02-01,-916,"Total revenues accrual",NA,"OK",NA,2014-01-01,2014-03-15,1496.15632883655,1496.15632883655,"2014-02"
"factor_midas","Germany","Revenues",2014-02-27,8358.87553095972,2,NA,NA,NA,NA,NA,NA,2014-02-01,-916,"Total revenues accrual",NA,"OK",NA,2014-01-01,2014-03-15,1681.02257294227,1681.02257294227,"2014-02"
