"publication_date","target_date","target_pub_date","nowcast_value","actual","Model","Country","Block","error","abs_error","sq_error"
2014-11-06,2014-10-01,2014-12-15,2668.19889391284,5375,"factor_midas","Germany","Revenues",2706.80110608716,2706.80110608716,7326772.22791467
2014-11-15,2014-10-01,2014-12-15,2712.70029395666,5375,"factor_midas","Germany","Revenues",2662.29970604334,2662.29970604334,7087839.72479843
2014-11-27,2014-10-01,2014-12-15,2717.57994795363,5375,"factor_midas","Germany","Revenues",2657.42005204637,2657.42005204637,7061881.33301815
2014-12-01,2014-10-01,2014-12-15,3124.85044921949,5375,"factor_midas","Germany","Revenues",2250.14955078051,2250.14955078051,5063173.00087775
2014-12-05,2014-10-01,2014-12-15,2241.06872556483,5375,"factor_midas","Germany","Revenues",3133.93127443517,3133.93127443517,9821525.23288286
2014-12-15,2015-01-01,2015-03-15,2470.35059036118,1685,"factor_midas","Germany","Revenues",-785.35059036118,785.35059036118,616775.549780654
2014-12-25,2015-01-01,2015-03-15,2497.65216463855,1685,"factor_midas","Germany","Revenues",-812.652164638546,812.652164638546,660403.540691715
2014-12-27,2015-01-01,2015-03-15,2403.93537645361,1685,"factor_midas","Germany","Revenues",-718.935376453612,718.935376453612,516868.075516496
2015-01-01,2015-01-01,2015-03-15,-5163.37820070061,1685,"factor_midas","Germany","Revenues",6848.37820070061,6848.37820070061,46900283.9798314
2015-01-04,2015-01-01,2015-03-15,-5007.18413135276,1685,"factor_midas","Germany","Revenues",6692.18413135276,6692.18413135276,44785328.4479297
2015-01-05,2015-01-01,2015-03-15,-4988.92564760998,1685,"factor_midas","Germany","Revenues",6673.92564760998,6673.92564760998,44541283.5498263
2015-01-15,2015-01-01,2015-03-15,-2893.57890251285,1685,"factor_midas","Germany","Revenues",4578.57890251285,4578.57890251285,20963384.7665358
2015-01-27,2015-01-01,2015-03-15,-2240.87929578904,1685,"factor_midas","Germany","Revenues",3925.87929578904,3925.87929578904,15412528.245105
2015-01-29,2015-01-01,2015-03-15,-1985.32425416834,1685,"factor_midas","Germany","Revenues",3670.32425416834,3670.32425416834,13471280.1307364
2015-02-01,2015-01-01,2015-03-15,-908.200874714576,1685,"factor_midas","Germany","Revenues",2593.20087471458,2593.20087471458,6724690.77662044
2015-02-05,2015-01-01,2015-03-15,-56.7213644648546,1685,"factor_midas","Germany","Revenues",1741.72136446485,1741.72136446485,3033593.31143331
2015-02-07,2015-01-01,2015-03-15,27.0104926553013,1685,"factor_midas","Germany","Revenues",1657.9895073447,1657.9895073447,2748929.20646512
2015-02-15,2015-01-01,2015-03-15,128.121740848394,1685,"factor_midas","Germany","Revenues",1556.87825915161,1556.87825915161,2423869.91381894
2015-02-26,2015-01-01,2015-03-15,39.8311597670622,1685,"factor_midas","Germany","Revenues",1645.16884023294,1645.16884023294,2706580.51287339
2015-02-27,2015-01-01,2015-03-15,2801.37682146686,1685,"factor_midas","Germany","Revenues",-1116.37682146686,1116.37682146686,1246297.20750845
2015-03-01,2015-01-01,2015-03-15,9552.48445446323,1685,"factor_midas","Germany","Revenues",-7867.48445446323,7867.48445446323,61897311.6412206
2015-03-05,2015-01-01,2015-03-15,9371.61627814925,1685,"factor_midas","Germany","Revenues",-7686.61627814925,7686.61627814925,59084069.807509
2015-03-07,2015-01-01,2015-03-15,9701.34443435242,1685,"factor_midas","Germany","Revenues",-8016.34443435242,8016.34443435242,64261778.090173
2015-03-15,2015-04-01,2015-06-15,10153.3575030878,2581,"factor_midas","Germany","Revenues",-7572.35750308777,7572.35750308777,57340598.1545697
2015-03-26,2015-04-01,2015-06-15,10733.0434889415,2581,"factor_midas","Germany","Revenues",-8152.04348894146,8152.04348894146,66455813.0455929
2015-03-27,2015-04-01,2015-06-15,7799.31319614629,2581,"factor_midas","Germany","Revenues",-5218.31319614629,5218.31319614629,27230792.6130745
2015-04-01,2015-04-01,2015-06-15,7081.66772946975,2581,"factor_midas","Germany","Revenues",-4500.66772946975,4500.66772946975,20256010.0110904
2015-04-03,2015-04-01,2015-06-15,7525.56659908666,2581,"factor_midas","Germany","Revenues",-4944.56659908666,4944.56659908666,24448738.8528034
2015-04-05,2015-04-01,2015-06-15,7550.53718322883,2581,"factor_midas","Germany","Revenues",-4969.53718322883,4969.53718322883,24696299.815494
2015-04-15,2015-04-01,2015-06-15,4502.41761047408,2581,"factor_midas","Germany","Revenues",-1921.41761047408,1921.41761047408,3691845.63383992
2015-04-27,2015-04-01,2015-06-15,4521.62964280724,2581,"factor_midas","Germany","Revenues",-1940.62964280724,1940.62964280724,3766043.41054215
2015-04-30,2015-04-01,2015-06-15,4569.71716875201,2581,"factor_midas","Germany","Revenues",-1988.71716875201,1988.71716875201,3954995.97728899
2015-05-01,2015-04-01,2015-06-15,3260.09429999472,2581,"factor_midas","Germany","Revenues",-679.094299994716,679.094299994716,461169.068285313
2015-05-05,2015-04-01,2015-06-15,7334.65961441872,2581,"factor_midas","Germany","Revenues",-4753.65961441872,4753.65961441872,22597279.7297555
2015-05-15,2015-04-01,2015-06-15,10923.5379789592,2581,"factor_midas","Germany","Revenues",-8342.53797895921,8342.53797895921,69597939.9303769
2015-05-27,2015-04-01,2015-06-15,7723.55508273739,2581,"factor_midas","Germany","Revenues",-5142.55508273739,5142.55508273739,26445872.7789881
2015-05-28,2015-04-01,2015-06-15,7688.22339154242,2581,"factor_midas","Germany","Revenues",-5107.22339154242,5107.22339154242,26083730.771118
2015-06-01,2015-04-01,2015-06-15,8534.1713726439,2581,"factor_midas","Germany","Revenues",-5953.1713726439,5953.1713726439,35440249.3920669
2015-06-05,2015-04-01,2015-06-15,9658.24282007744,2581,"factor_midas","Germany","Revenues",-7077.24282007744,7077.24282007744,50087365.9343377
2015-06-15,2015-07-01,2015-09-15,585.098767025539,4977,"factor_midas","Germany","Revenues",4391.90123297446,4391.90123297446,19288796.4402026
2015-06-25,2015-07-01,2015-09-15,550.670667871079,4977,"factor_midas","Germany","Revenues",4426.32933212892,4426.32933212892,19592391.3564649
2015-06-27,2015-07-01,2015-09-15,195.53997801009,4977,"factor_midas","Germany","Revenues",4781.46002198991,4781.46002198991,22862359.9418877
2015-07-01,2015-07-01,2015-09-15,1382.88711557208,4977,"factor_midas","Germany","Revenues",3594.11288442792,3594.11288442792,12917647.4260108
2015-07-03,2015-07-01,2015-09-15,1849.15506587146,4977,"factor_midas","Germany","Revenues",3127.84493412854,3127.84493412854,9783413.93195358
2015-07-05,2015-07-01,2015-09-15,2100.90089583075,4977,"factor_midas","Germany","Revenues",2876.09910416925,2876.09910416925,8271946.05700317
2015-07-15,2015-07-01,2015-09-15,2910.32424578584,4977,"factor_midas","Germany","Revenues",2066.67575421416,2066.67575421416,4271148.67305666
2015-07-27,2015-07-01,2015-09-15,3481.90085876811,4977,"factor_midas","Germany","Revenues",1495.09914123189,1495.09914123189,2235321.44211234
2015-07-30,2015-07-01,2015-09-15,3483.74315533694,4977,"factor_midas","Germany","Revenues",1493.25684466306,1493.25684466306,2229816.00413308
2015-08-01,2015-07-01,2015-09-15,2394.39776935625,4977,"factor_midas","Germany","Revenues",2582.60223064375,2582.60223064375,6669834.28172607
2015-08-05,2015-07-01,2015-09-15,1208.70684214264,4977,"factor_midas","Germany","Revenues",3768.29315785736,3768.29315785736,14200033.3235546
2015-08-06,2015-07-01,2015-09-15,1362.78038180909,4977,"factor_midas","Germany","Revenues",3614.21961819091,3614.21961819091,13062583.448516
2015-08-15,2015-07-01,2015-09-15,301.086711593347,4977,"factor_midas","Germany","Revenues",4675.91328840665,4675.91328840665,21864165.0806979
2015-08-27,2015-07-01,2015-09-15,320.369964730683,4977,"factor_midas","Germany","Revenues",4656.63003526932,4656.63003526932,21684203.2853723
2015-09-01,2015-07-01,2015-09-15,1407.29652257374,4977,"factor_midas","Germany","Revenues",3569.70347742626,3569.70347742626,12742782.9167491
2015-09-02,2015-07-01,2015-09-15,1427.9323238455,4977,"factor_midas","Germany","Revenues",3549.0676761545,3549.0676761545,12595881.3699247
2015-09-05,2015-07-01,2015-09-15,913.909316882925,4977,"factor_midas","Germany","Revenues",4063.09068311707,4063.09068311707,16508705.8992328
2015-09-15,2015-10-01,2015-12-15,3037.39237202926,907,"factor_midas","Germany","Revenues",-2130.39237202926,2130.39237202926,4538571.65880046
2015-09-24,2015-10-01,2015-12-15,3085.66600289797,907,"factor_midas","Germany","Revenues",-2178.66600289797,2178.66600289797,4746585.55218344
2015-09-27,2015-10-01,2015-12-15,3025.24319472296,907,"factor_midas","Germany","Revenues",-2118.24319472296,2118.24319472296,4486954.23199015
2015-10-01,2015-10-01,2015-12-15,3556.33758712654,907,"factor_midas","Germany","Revenues",-2649.33758712654,2649.33758712654,7018989.65056149
2015-10-04,2015-10-01,2015-12-15,3463.90883163061,907,"factor_midas","Germany","Revenues",-2556.90883163061,2556.90883163061,6537782.77327061
2015-10-05,2015-10-01,2015-12-15,2427.58826792804,907,"factor_midas","Germany","Revenues",-1520.58826792804,1520.58826792804,2312188.68056038
2015-10-15,2015-10-01,2015-12-15,2110.1418038006,907,"factor_midas","Germany","Revenues",-1203.1418038006,1203.1418038006,1447550.20005257
2015-10-27,2015-10-01,2015-12-15,2432.32822060896,907,"factor_midas","Germany","Revenues",-1525.32822060896,1525.32822060896,2326626.18058609
2015-10-29,2015-10-01,2015-12-15,2302.048748247,907,"factor_midas","Germany","Revenues",-1395.048748247,1395.048748247,1946161.00998553
2015-11-01,2015-10-01,2015-12-15,5617.42897447896,907,"factor_midas","Germany","Revenues",-4710.42897447896,4710.42897447896,22188141.1236109
2015-11-05,2015-10-01,2015-12-15,5357.49459114832,907,"factor_midas","Germany","Revenues",-4450.49459114832,4450.49459114832,19806902.1058405
2015-11-07,2015-10-01,2015-12-15,5372.19911124907,907,"factor_midas","Germany","Revenues",-4465.19911124907,4465.19911124907,19938003.1030995
2015-11-15,2015-10-01,2015-12-15,1383.58055529227,907,"factor_midas","Germany","Revenues",-476.580555292271,476.580555292271,227129.02568269
2015-11-26,2015-10-01,2015-12-15,2262.23493279866,907,"factor_midas","Germany","Revenues",-1355.23493279866,1355.23493279866,1836661.7230778
2015-11-27,2015-10-01,2015-12-15,2163.88248702032,907,"factor_midas","Germany","Revenues",-1256.88248702032,1256.88248702032,1579753.58617838
2015-12-01,2015-10-01,2015-12-15,2560.9607711071,907,"factor_midas","Germany","Revenues",-1653.9607711071,1653.9607711071,2735586.23236119
2015-12-02,2015-10-01,2015-12-15,3406.49971024432,907,"factor_midas","Germany","Revenues",-2499.49971024432,2499.49971024432,6247498.80151145
2015-12-05,2015-10-01,2015-12-15,4341.94193874818,907,"factor_midas","Germany","Revenues",-3434.94193874818,3434.94193874818,11798826.1225711
2015-12-15,2016-01-01,2016-03-15,696.4919035292,6790,"factor_midas","Germany","Revenues",6093.5080964708,6093.5080964708,37130840.9217552
2015-12-27,2016-01-01,2016-03-15,1452.87825730743,6790,"factor_midas","Germany","Revenues",5337.12174269258,5337.12174269258,28484868.4963218
2015-12-31,2016-01-01,2016-03-15,1440.71644142836,6790,"factor_midas","Germany","Revenues",5349.28355857164,5349.28355857164,28614834.5900048
2016-01-01,2016-01-01,2016-03-15,1409.64944986624,6790,"factor_midas","Germany","Revenues",5380.35055013376,5380.35055013376,28948172.0423247
2016-01-05,2016-01-01,2016-03-15,679.002002379313,6790,"factor_midas","Germany","Revenues",6110.99799762069,6110.99799762069,37344296.526924
2016-01-15,2016-01-01,2016-03-15,2970.34889753242,6790,"factor_midas","Germany","Revenues",3819.65110246758,3819.65110246758,14589734.5445818
2016-01-27,2016-01-01,2016-03-15,3022.54033916148,6790,"factor_midas","Germany","Revenues",3767.45966083852,3767.45966083852,14193752.2960455
2016-01-28,2016-01-01,2016-03-15,2992.75853920164,6790,"factor_midas","Germany","Revenues",3797.24146079836,3797.24146079836,14419042.711606
2016-02-01,2016-01-01,2016-03-15,582.393053525147,6790,"factor_midas","Germany","Revenues",6207.60694647485,6207.60694647485,38534384.0019228
2016-02-05,2016-01-01,2016-03-15,3022.43358042513,6790,"factor_midas","Germany","Revenues",3767.56641957487,3767.56641957487,14194556.7259082
2016-02-15,2016-01-01,2016-03-15,2252.10827696347,6790,"factor_midas","Germany","Revenues",4537.89172303653,4537.89172303653,20592461.2900034
2016-02-25,2016-01-01,2016-03-15,1598.55931109059,6790,"factor_midas","Germany","Revenues",5191.44068890941,5191.44068890941,26951056.4264642
2016-02-27,2016-01-01,2016-03-15,1678.6700987007,6790,"factor_midas","Germany","Revenues",5111.3299012993,5111.3299012993,26125693.3599163
2016-03-01,2016-01-01,2016-03-15,1370.04054742582,6790,"factor_midas","Germany","Revenues",5419.95945257418,5419.95945257418,29375960.4675482
2016-03-02,2016-01-01,2016-03-15,1037.10888692098,6790,"factor_midas","Germany","Revenues",5752.89111307902,5752.89111307902,33095756.1589436
2016-03-05,2016-01-01,2016-03-15,594.869558021828,6790,"factor_midas","Germany","Revenues",6195.13044197817,6195.13044197817,38379641.1931247
2016-03-15,2016-04-01,2016-06-15,2599.92824560181,2903,"factor_midas","Germany","Revenues",303.071754398188,303.071754398188,91852.4883139954
2016-03-27,2016-04-01,2016-06-15,1875.76995961718,2903,"factor_midas","Germany","Revenues",1027.23004038282,1027.23004038282,1055201.55586488
2016-03-31,2016-04-01,2016-06-15,1876.45104818774,2903,"factor_midas","Germany","Revenues",1026.54895181226,1026.54895181226,1053802.75046684
2016-04-01,2016-04-01,2016-06-15,1903.85381195504,2903,"factor_midas","Germany","Revenues",999.146188044965,999.146188044965,998293.105084784
2016-04-05,2016-04-01,2016-06-15,1913.6742114719,2903,"factor_midas","Germany","Revenues",989.325788528102,989.325788528102,978765.515846751
2016-04-15,2016-04-01,2016-06-15,3859.67338754055,2903,"factor_midas","Germany","Revenues",-956.673387540555,956.673387540555,915223.970428321
2016-04-27,2016-04-01,2016-06-15,3719.93813967025,2903,"factor_midas","Germany","Revenues",-816.938139670248,816.938139670248,667387.924047886
2016-04-28,2016-04-01,2016-06-15,3755.27969236153,2903,"factor_midas","Germany","Revenues",-852.279692361531,852.279692361531,726380.674011865
2016-05-01,2016-04-01,2016-06-15,5187.74945763686,2903,"factor_midas","Germany","Revenues",-2284.74945763686,2284.74945763686,5220080.08417195
2016-05-05,2016-04-01,2016-06-15,4002.66485591254,2903,"factor_midas","Germany","Revenues",-1099.66485591254,1099.66485591254,1209262.79532915
2016-05-07,2016-04-01,2016-06-15,3955.81704650261,2903,"factor_midas","Germany","Revenues",-1052.81704650261,1052.81704650261,1108423.73340648
2016-05-15,2016-04-01,2016-06-15,4010.93785503282,2903,"factor_midas","Germany","Revenues",-1107.93785503282,1107.93785503282,1227526.29061472
2016-05-26,2016-04-01,2016-06-15,3988.78313441453,2903,"factor_midas","Germany","Revenues",-1085.78313441453,1085.78313441453,1178925.01497903
2016-05-27,2016-04-01,2016-06-15,4456.01332431547,2903,"factor_midas","Germany","Revenues",-1553.01332431547,1553.01332431547,2411850.3855014
2016-06-01,2016-04-01,2016-06-15,2713.86836829154,2903,"factor_midas","Germany","Revenues",189.131631708457,189.131631708457,35770.7741127034
2016-06-03,2016-04-01,2016-06-15,2655.2438303033,2903,"factor_midas","Germany","Revenues",247.756169696699,247.756169696699,61383.1196227793
2016-06-05,2016-04-01,2016-06-15,2841.58729957676,2903,"factor_midas","Germany","Revenues",61.4127004232432,61.4127004232432,3771.51977327502
2016-06-15,2016-07-01,2016-09-15,3834.48354095601,3547,"factor_midas","Germany","Revenues",-287.483540956006,287.483540956006,82646.7863206036
2016-06-27,2016-07-01,2016-09-15,3850.55674598924,3547,"factor_midas","Germany","Revenues",-303.556745989236,303.556745989236,92146.6980355735
2016-06-30,2016-07-01,2016-09-15,3915.99484734976,3547,"factor_midas","Germany","Revenues",-368.994847349764,368.994847349764,136157.197370676
2016-07-01,2016-07-01,2016-09-15,4060.44588168141,3547,"factor_midas","Germany","Revenues",-513.44588168141,513.44588168141,263626.673415601
2016-07-05,2016-07-01,2016-09-15,4105.5658210592,3547,"factor_midas","Germany","Revenues",-558.5658210592,558.5658210592,311995.776455538
2016-07-15,2016-07-01,2016-09-15,3781.80313747446,3547,"factor_midas","Germany","Revenues",-234.803137474456,234.803137474456,55132.5133678485
2016-07-27,2016-07-01,2016-09-15,990.391605082648,3547,"factor_midas","Germany","Revenues",2556.60839491735,2556.60839491735,6536246.48496188
2016-07-28,2016-07-01,2016-09-15,989.907266031859,3547,"factor_midas","Germany","Revenues",2557.09273396814,2557.09273396814,6538723.25011266
2016-08-01,2016-07-01,2016-09-15,627.286835885125,3547,"factor_midas","Germany","Revenues",2919.71316411488,2919.71316411488,8524724.9607057
2016-08-05,2016-07-01,2016-09-15,374.724619967608,3547,"factor_midas","Germany","Revenues",3172.27538003239,3172.27538003239,10063331.0867597
2016-08-15,2016-07-01,2016-09-15,-472.060191215353,3547,"factor_midas","Germany","Revenues",4019.06019121535,4019.06019121535,16152844.820612
2016-08-25,2016-07-01,2016-09-15,-796.101360555723,3547,"factor_midas","Germany","Revenues",4343.10136055572,4343.10136055572,18862529.428061
2016-08-27,2016-07-01,2016-09-15,-114.798633471239,3547,"factor_midas","Germany","Revenues",3661.79863347124,3661.79863347124,13408769.2320918
2016-09-01,2016-07-01,2016-09-15,-76.6413619385057,3547,"factor_midas","Germany","Revenues",3623.64136193851,3623.64136193851,13130776.7199515
