"publication_date","target_date","target_pub_date","nowcast_value","actual","Model","Country","Block","error","abs_error","sq_error"
2022-07-27,2022-07-01,2022-09-15,3226.54073811187,3769,"factor_midas","Spain","Revenues",542.459261888127,542.459261888127,294262.050808212
2022-07-28,2022-07-01,2022-09-15,2985.70913383088,3769,"factor_midas","Spain","Revenues",783.290866169116,783.290866169116,613544.581023964
2022-08-01,2022-07-01,2022-09-15,2994.810608402,3769,"factor_midas","Spain","Revenues",774.189391598003,774.189391598003,599369.214062885
2022-08-05,2022-07-01,2022-09-15,2937.32462865247,3769,"factor_midas","Spain","Revenues",831.675371347533,831.675371347533,691683.923306057
2022-08-15,2022-07-01,2022-09-15,3036.8821493691,3769,"factor_midas","Spain","Revenues",732.117850630901,732.117850630901,535996.54721241
2022-08-25,2022-07-01,2022-09-15,3026.86289836869,3769,"factor_midas","Spain","Revenues",742.137101631311,742.137101631311,550767.477617724
2022-08-27,2022-07-01,2022-09-15,3278.82387629456,3769,"factor_midas","Spain","Revenues",490.176123705439,490.176123705439,240272.63225089
2022-09-01,2022-07-01,2022-09-15,3541.8010610314,3769,"factor_midas","Spain","Revenues",227.198938968602,227.198938968602,51619.3578684587
2022-09-04,2022-07-01,2022-09-15,3517.25034024303,3769,"factor_midas","Spain","Revenues",251.749659756967,251.749659756967,63377.8911877487
2022-09-05,2022-07-01,2022-09-15,3351.51989451384,3769,"factor_midas","Spain","Revenues",417.480105486155,417.480105486155,174289.638476732
2022-09-15,2022-10-01,2022-12-15,1826.1116503409,351,"factor_midas","Spain","Revenues",-1475.1116503409,1475.1116503409,2175954.38097146
2022-09-27,2022-10-01,2022-12-15,1479.49736560522,351,"factor_midas","Spain","Revenues",-1128.49736560522,1128.49736560522,1273506.30417793
2022-09-29,2022-10-01,2022-12-15,1445.4044466799,351,"factor_midas","Spain","Revenues",-1094.4044466799,1094.4044466799,1197721.09291275
2022-10-01,2022-10-01,2022-12-15,1462.48205275064,351,"factor_midas","Spain","Revenues",-1111.48205275064,1111.48205275064,1235392.35358678
2022-10-05,2022-10-01,2022-12-15,1783.17353117231,351,"factor_midas","Spain","Revenues",-1432.17353117231,1432.17353117231,2051121.02339057
2022-10-06,2022-10-01,2022-12-15,1770.42347335535,351,"factor_midas","Spain","Revenues",-1419.42347335535,1419.42347335535,2014762.99671215
2022-10-15,2022-10-01,2022-12-15,1330.51197302598,351,"factor_midas","Spain","Revenues",-979.511973025982,979.511973025982,959443.705301252
2022-10-27,2022-10-01,2022-12-15,1419.61817004288,351,"factor_midas","Spain","Revenues",-1068.61817004288,1068.61817004288,1141944.79334579
2022-11-01,2022-10-01,2022-12-15,1508.48621364243,351,"factor_midas","Spain","Revenues",-1157.48621364243,1157.48621364243,1339774.33477229
2022-11-02,2022-10-01,2022-12-15,1505.99601816222,351,"factor_midas","Spain","Revenues",-1154.99601816222,1154.99601816222,1334015.80197059
2022-11-05,2022-10-01,2022-12-15,1682.73674324718,351,"factor_midas","Spain","Revenues",-1331.73674324718,1331.73674324718,1773522.7533146
2022-11-15,2022-10-01,2022-12-15,1406.2751443587,351,"factor_midas","Spain","Revenues",-1055.2751443587,1055.2751443587,1113605.63030128
2022-11-24,2022-10-01,2022-12-15,1455.77764138004,351,"factor_midas","Spain","Revenues",-1104.77764138004,1104.77764138004,1220533.63689325
2022-11-27,2022-10-01,2022-12-15,1546.36272669259,351,"factor_midas","Spain","Revenues",-1195.36272669259,1195.36272669259,1428892.04836595
2022-12-01,2022-10-01,2022-12-15,1763.32884089812,351,"factor_midas","Spain","Revenues",-1412.32884089812,1412.32884089812,1994672.75483264
2022-12-04,2022-10-01,2022-12-15,1704.94271331712,351,"factor_midas","Spain","Revenues",-1353.94271331712,1353.94271331712,1833160.87094452
2022-12-05,2022-10-01,2022-12-15,1032.57596109748,351,"factor_midas","Spain","Revenues",-681.575961097483,681.575961097483,464545.790745958
2022-12-15,2023-01-01,2023-03-15,1167.88702261015,7552,"factor_midas","Spain","Revenues",6384.11297738985,6384.11297738985,40756898.5080776
2022-12-27,2023-01-01,2023-03-15,1560.57823084916,7552,"factor_midas","Spain","Revenues",5991.42176915084,5991.42176915084,35897134.8158546
2022-12-29,2023-01-01,2023-03-15,1644.45788944463,7552,"factor_midas","Spain","Revenues",5907.54211055537,5907.54211055537,34899053.787985
2023-01-01,2023-01-01,2023-03-15,1595.39716398326,7552,"factor_midas","Spain","Revenues",5956.60283601674,5956.60283601674,35481117.3460427
2023-01-05,2023-01-01,2023-03-15,1637.08334094014,7552,"factor_midas","Spain","Revenues",5914.91665905986,5914.91665905986,34986239.0836238
2023-01-07,2023-01-01,2023-03-15,1869.27669687481,7552,"factor_midas","Spain","Revenues",5682.72330312519,5682.72330312519,32293344.1398821
2023-01-15,2023-01-01,2023-03-15,1706.30418937033,7552,"factor_midas","Spain","Revenues",5845.69581062967,5845.69581062967,34172159.5104133
2023-01-26,2023-01-01,2023-03-15,1825.57886653179,7552,"factor_midas","Spain","Revenues",5726.42113346821,5726.42113346821,32791898.9978313
2023-01-27,2023-01-01,2023-03-15,2396.0019461812,7552,"factor_midas","Spain","Revenues",5155.9980538188,5155.9980538188,26584315.9309833
2023-02-01,2023-01-01,2023-03-15,2444.38424291694,7552,"factor_midas","Spain","Revenues",5107.61575708306,5107.61575708306,26087738.7220032
2023-02-03,2023-01-01,2023-03-15,2520.12732166246,7552,"factor_midas","Spain","Revenues",5031.87267833754,5031.87267833754,25319742.6509998
2023-02-05,2023-01-01,2023-03-15,2525.41430747043,7552,"factor_midas","Spain","Revenues",5026.58569252957,5026.58569252957,25266563.724343
2023-02-15,2023-01-01,2023-03-15,2489.00470348477,7552,"factor_midas","Spain","Revenues",5062.99529651523,5062.99529651523,25633921.3725353
2023-02-23,2023-01-01,2023-03-15,2539.99549324681,7552,"factor_midas","Spain","Revenues",5012.00450675319,5012.00450675319,25120189.1757143
2023-02-27,2023-01-01,2023-03-15,2744.68062695831,7552,"factor_midas","Spain","Revenues",4807.31937304169,4807.31937304169,23110319.554422
2023-03-01,2023-01-01,2023-03-15,2780.47207999762,7552,"factor_midas","Spain","Revenues",4771.52792000238,4771.52792000238,22767478.6913623
2023-03-03,2023-01-01,2023-03-15,2838.02276716137,7552,"factor_midas","Spain","Revenues",4713.97723283863,4713.97723283863,22221581.351721
2023-03-05,2023-01-01,2023-03-15,3223.57216727505,7552,"factor_midas","Spain","Revenues",4328.42783272495,4328.42783272495,18735287.503108
2023-03-15,2023-04-01,2023-06-15,1069.69877706421,425,"factor_midas","Spain","Revenues",-644.698777064212,644.698777064212,415636.513148091
2023-03-27,2023-04-01,2023-06-15,226.999143337904,425,"factor_midas","Spain","Revenues",198.000856662096,198.000856662096,39204.3392389238
2023-03-30,2023-04-01,2023-06-15,233.315193099687,425,"factor_midas","Spain","Revenues",191.684806900313,191.684806900313,36743.0651964102
2023-04-01,2023-04-01,2023-06-15,249.383863369589,425,"factor_midas","Spain","Revenues",175.616136630411,175.616136630411,30841.0274449913
2023-04-05,2023-04-01,2023-06-15,229.316671098594,425,"factor_midas","Spain","Revenues",195.683328901406,195.683328901406,38291.9652099359
2023-04-06,2023-04-01,2023-06-15,316.577244886293,425,"factor_midas","Spain","Revenues",108.422755113707,108.422755113707,11755.4938264469
2023-04-15,2023-04-01,2023-06-15,552.953984171913,425,"factor_midas","Spain","Revenues",-127.953984171913,127.953984171913,16372.2220654662
2023-04-27,2023-04-01,2023-06-15,99.5472631769383,425,"factor_midas","Spain","Revenues",325.452736823062,325.452736823062,105919.483905621
2023-05-01,2023-04-01,2023-06-15,272.742677843773,425,"factor_midas","Spain","Revenues",152.257322156227,152.257322156227,23182.292150185
2023-05-05,2023-04-01,2023-06-15,209.385319008741,425,"factor_midas","Spain","Revenues",215.614680991259,215.614680991259,46489.6906589622
2023-05-15,2023-04-01,2023-06-15,169.102577968138,425,"factor_midas","Spain","Revenues",255.897422031862,255.897422031862,65483.4906025528
2023-05-25,2023-04-01,2023-06-15,304.771073828901,425,"factor_midas","Spain","Revenues",120.228926171099,120.228926171099,14454.9946882556
2023-05-27,2023-04-01,2023-06-15,-645.451051917482,425,"factor_midas","Spain","Revenues",1070.45105191748,1070.45105191748,1145865.45455124
2023-06-01,2023-04-01,2023-06-15,-673.295737712152,425,"factor_midas","Spain","Revenues",1098.29573771215,1098.29573771215,1206253.52747668
2023-06-04,2023-04-01,2023-06-15,-670.970446475754,425,"factor_midas","Spain","Revenues",1095.97044647575,1095.97044647575,1201151.21954826
2023-06-05,2023-04-01,2023-06-15,-837.589157676578,425,"factor_midas","Spain","Revenues",1262.58915767658,1262.58915767658,1594131.38108245
2023-06-15,2023-07-01,2023-09-15,1959.87975153315,3162,"factor_midas","Spain","Revenues",1202.12024846685,1202.12024846685,1445093.091774
2023-06-27,2023-07-01,2023-09-15,1941.53048136685,3162,"factor_midas","Spain","Revenues",1220.46951863315,1220.46951863315,1489545.84591264
2023-06-29,2023-07-01,2023-09-15,1897.8708999897,3162,"factor_midas","Spain","Revenues",1264.1291000103,1264.1291000103,1598022.38149284
2023-07-01,2023-07-01,2023-09-15,1884.1042454699,3162,"factor_midas","Spain","Revenues",1277.8957545301,1277.8957545301,1633017.55944604
2023-07-05,2023-07-01,2023-09-15,1914.83810620434,3162,"factor_midas","Spain","Revenues",1247.16189379566,1247.16189379566,1555412.78933599
2023-07-06,2023-07-01,2023-09-15,1920.71687403673,3162,"factor_midas","Spain","Revenues",1241.28312596327,1241.28312596327,1540783.79880116
2023-07-15,2023-07-01,2023-09-15,1858.00938397599,3162,"factor_midas","Spain","Revenues",1303.99061602401,1303.99061602401,1700391.52667868
2023-07-27,2023-07-01,2023-09-15,2726.28048490391,3162,"factor_midas","Spain","Revenues",435.719515096086,435.719515096086,189851.495835568
2023-08-01,2023-07-01,2023-09-15,2721.40489876594,3162,"factor_midas","Spain","Revenues",440.595101234056,440.595101234056,194124.043231448
2023-08-02,2023-07-01,2023-09-15,2744.08936046322,3162,"factor_midas","Spain","Revenues",417.910639536777,417.910639536777,174649.302638038
2023-08-05,2023-07-01,2023-09-15,2827.93453062168,3162,"factor_midas","Spain","Revenues",334.065469378323,334.065469378323,111599.737830959
2023-08-15,2023-07-01,2023-09-15,2983.13084115931,3162,"factor_midas","Spain","Revenues",178.869158840686,178.869158840686,31994.1759843745
2023-08-27,2023-07-01,2023-09-15,3572.6434735725,3162,"factor_midas","Spain","Revenues",-410.643473572496,410.643473572496,168628.062387685
2023-08-31,2023-07-01,2023-09-15,3521.37132859773,3162,"factor_midas","Spain","Revenues",-359.371328597729,359.371328597729,129147.751818097
2023-09-01,2023-07-01,2023-09-15,3454.22011537258,3162,"factor_midas","Spain","Revenues",-292.220115372578,292.220115372578,85392.5958283629
2023-09-05,2023-07-01,2023-09-15,3747.8424206714,3162,"factor_midas","Spain","Revenues",-585.842420671403,585.842420671403,343211.34185813
2023-09-15,2023-10-01,2023-12-15,1713.59837168632,6487,"factor_midas","Spain","Revenues",4773.40162831368,4773.40162831368,22785363.1051877
2023-09-27,2023-10-01,2023-12-15,1623.05194006378,6487,"factor_midas","Spain","Revenues",4863.94805993622,4863.94805993622,23657990.7297573
2023-09-28,2023-10-01,2023-12-15,1471.11914168726,6487,"factor_midas","Spain","Revenues",5015.88085831274,5015.88085831274,25159060.7847882
2023-10-01,2023-10-01,2023-12-15,1694.99138228479,6487,"factor_midas","Spain","Revenues",4792.00861771521,4792.00861771521,22963346.5922569
2023-10-05,2023-10-01,2023-12-15,1800.10507729334,6487,"factor_midas","Spain","Revenues",4686.89492270666,4686.89492270666,21966984.0164934
2023-10-07,2023-10-01,2023-12-15,1819.10572122613,6487,"factor_midas","Spain","Revenues",4667.89427877387,4667.89427877387,21789236.9978098
2023-10-15,2023-10-01,2023-12-15,1807.99483535207,6487,"factor_midas","Spain","Revenues",4679.00516464793,4679.00516464793,21893089.330802
2023-10-26,2023-10-01,2023-12-15,1882.52512955536,6487,"factor_midas","Spain","Revenues",4604.47487044464,4604.47487044464,21201188.8325562
2023-10-27,2023-10-01,2023-12-15,1745.89404177105,6487,"factor_midas","Spain","Revenues",4741.10595822895,4741.10595822895,22478085.707154
2023-11-01,2023-10-01,2023-12-15,1917.565458852,6487,"factor_midas","Spain","Revenues",4569.434541148,4569.434541148,20879732.0258364
2023-11-03,2023-10-01,2023-12-15,1824.66598246203,6487,"factor_midas","Spain","Revenues",4662.33401753797,4662.33401753797,21737358.4910917
2023-11-05,2023-10-01,2023-12-15,2013.15115201418,6487,"factor_midas","Spain","Revenues",4473.84884798582,4473.84884798582,20015323.514624
2023-11-15,2023-10-01,2023-12-15,2257.64963908577,6487,"factor_midas","Spain","Revenues",4229.35036091423,4229.35036091423,17887404.4753653
2023-11-27,2023-10-01,2023-12-15,2288.62540060319,6487,"factor_midas","Spain","Revenues",4198.37459939682,4198.37459939682,17626349.2768604
2023-11-30,2023-10-01,2023-12-15,2370.04531688026,6487,"factor_midas","Spain","Revenues",4116.95468311974,4116.95468311974,16949315.8628616
2023-12-01,2023-10-01,2023-12-15,2377.15686993149,6487,"factor_midas","Spain","Revenues",4109.84313006851,4109.84313006851,16890810.5537714
2023-12-05,2023-10-01,2023-12-15,2481.77728172297,6487,"factor_midas","Spain","Revenues",4005.22271827703,4005.22271827703,16041809.0230025
2023-12-15,2024-01-01,2024-03-15,1489.17187776479,-984,"factor_midas","Spain","Revenues",-2473.17187776479,2473.17187776479,6116579.13696662
2023-12-27,2024-01-01,2024-03-15,1456.75863986684,-984,"factor_midas","Spain","Revenues",-2440.75863986684,2440.75863986684,5957302.73808462
2023-12-28,2024-01-01,2024-03-15,1545.25729872985,-984,"factor_midas","Spain","Revenues",-2529.25729872985,2529.25729872985,6397142.4831782
2024-01-01,2024-01-01,2024-03-15,1601.49892163489,-984,"factor_midas","Spain","Revenues",-2585.49892163489,2585.49892163489,6684804.67377516
2024-01-05,2024-01-01,2024-03-15,1624.64118407654,-984,"factor_midas","Spain","Revenues",-2608.64118407654,2608.64118407654,6805008.82726025
2024-01-15,2024-01-01,2024-03-15,1405.86240452524,-984,"factor_midas","Spain","Revenues",-2389.86240452524,2389.86240452524,5711442.31256316
2024-01-25,2024-01-01,2024-03-15,1458.20951730924,-984,"factor_midas","Spain","Revenues",-2442.20951730924,2442.20951730924,5964387.32643581
2024-01-27,2024-01-01,2024-03-15,1716.08496379753,-984,"factor_midas","Spain","Revenues",-2700.08496379753,2700.08496379753,7290458.8117255
2024-02-01,2024-01-01,2024-03-15,1510.66509602963,-984,"factor_midas","Spain","Revenues",-2494.66509602963,2494.66509602963,6223353.94134854
2024-02-04,2024-01-01,2024-03-15,1513.21834373827,-984,"factor_midas","Spain","Revenues",-2497.21834373827,2497.21834373827,6236099.45630293
2024-02-05,2024-01-01,2024-03-15,1748.36442728855,-984,"factor_midas","Spain","Revenues",-2732.36442728855,2732.36442728855,7465815.36351189
2024-02-15,2024-01-01,2024-03-15,1674.46358843989,-984,"factor_midas","Spain","Revenues",-2658.46358843989,2658.46358843989,7067428.65106068
2024-02-27,2024-01-01,2024-03-15,1849.55790531826,-984,"factor_midas","Spain","Revenues",-2833.55790531826,2833.55790531826,8029050.40279161
2024-02-29,2024-01-01,2024-03-15,1854.21739587545,-984,"factor_midas","Spain","Revenues",-2838.21739587545,2838.21739587545,8055477.98625001
2024-03-01,2024-01-01,2024-03-15,1636.33205136121,-984,"factor_midas","Spain","Revenues",-2620.33205136121,2620.33205136121,6866140.05939083
2024-03-05,2024-01-01,2024-03-15,1466.793224438,-984,"factor_midas","Spain","Revenues",-2450.793224438,2450.793224438,6006387.42895119
2024-03-15,2024-04-01,2024-06-15,1313.33743753306,3290,"factor_midas","Spain","Revenues",1976.66256246694,1976.66256246694,3907194.88585836
2024-03-27,2024-04-01,2024-06-15,1168.32197980942,3290,"factor_midas","Spain","Revenues",2121.67802019058,2121.67802019058,4501517.62135984
2024-03-28,2024-04-01,2024-06-15,1151.52932286115,3290,"factor_midas","Spain","Revenues",2138.47067713885,2138.47067713885,4573056.8369827
2024-04-01,2024-04-01,2024-06-15,1281.67907918892,3290,"factor_midas","Spain","Revenues",2008.32092081108,2008.32092081108,4033352.92096747
2024-04-05,2024-04-01,2024-06-15,1345.50263699012,3290,"factor_midas","Spain","Revenues",1944.49736300988,1944.49736300988,3781069.99475239
2024-04-15,2024-04-01,2024-06-15,1658.08353710152,3290,"factor_midas","Spain","Revenues",1631.91646289848,1631.91646289848,2663151.3418791
2024-04-25,2024-04-01,2024-06-15,1750.35972181178,3290,"factor_midas","Spain","Revenues",1539.64027818822,1539.64027818822,2370492.18621951
2024-04-27,2024-04-01,2024-06-15,2196.55530338226,3290,"factor_midas","Spain","Revenues",1093.44469661774,1093.44469661774,1195621.30456145
2024-05-01,2024-04-01,2024-06-15,2350.015905763,3290,"factor_midas","Spain","Revenues",939.984094237005,939.984094237005,883570.097418562
2024-05-03,2024-04-01,2024-06-15,2399.45635310718,3290,"factor_midas","Spain","Revenues",890.543646892818,890.543646892818,793067.98702116
2024-05-05,2024-04-01,2024-06-15,2394.50679269186,3290,"factor_midas","Spain","Revenues",895.493207308135,895.493207308135,801908.084335011
2024-05-15,2024-04-01,2024-06-15,2548.865936451,3290,"factor_midas","Spain","Revenues",741.134063549001,741.134063549001,549279.700152655
2024-05-27,2024-04-01,2024-06-15,2806.25334813226,3290,"factor_midas","Spain","Revenues",483.746651867738,483.746651867738,234010.823193247
2024-05-30,2024-04-01,2024-06-15,2988.88780384445,3290,"factor_midas","Spain","Revenues",301.112196155552,301.112196155552,90668.5546736198
2024-06-01,2024-04-01,2024-06-15,3066.35172796978,3290,"factor_midas","Spain","Revenues",223.648272030217,223.648272030217,50018.5495821021
2024-06-05,2024-04-01,2024-06-15,3036.45711983,3290,"factor_midas","Spain","Revenues",253.542880170004,253.542880170004,64283.9920849011
2024-06-06,2024-04-01,2024-06-15,3029.05823451488,3290,"factor_midas","Spain","Revenues",260.94176548512,260.94176548512,68090.6049744916
2024-06-15,2024-07-01,2024-09-15,2346.48704939436,3347,"factor_midas","Spain","Revenues",1000.51295060564,1000.51295060564,1001026.16432959
2024-06-27,2024-07-01,2024-09-15,2435.11621721632,3347,"factor_midas","Spain","Revenues",911.883782783682,911.883782783682,831532.033303878
2024-07-01,2024-07-01,2024-09-15,2528.6070425795,3347,"factor_midas","Spain","Revenues",818.392957420499,818.392957420499,669767.032755471
2024-07-05,2024-07-01,2024-09-15,2380.37733568517,3347,"factor_midas","Spain","Revenues",966.62266431483,966.62266431483,934359.375167101
2024-07-15,2024-07-01,2024-09-15,2084.03385737314,3347,"factor_midas","Spain","Revenues",1262.96614262686,1262.96614262686,1595083.47742176
2024-07-25,2024-07-01,2024-09-15,2152.26398652739,3347,"factor_midas","Spain","Revenues",1194.73601347261,1194.73601347261,1427394.14188843
2024-07-27,2024-07-01,2024-09-15,1877.78257747167,3347,"factor_midas","Spain","Revenues",1469.21742252833,1469.21742252833,2158599.83466079
2024-08-01,2024-07-01,2024-09-15,1871.96156998669,3347,"factor_midas","Spain","Revenues",1475.03843001331,1475.03843001331,2175738.37001613
2024-08-04,2024-07-01,2024-09-15,1859.71156651519,3347,"factor_midas","Spain","Revenues",1487.28843348481,1487.28843348481,2212026.88437771
2024-08-05,2024-07-01,2024-09-15,1776.16097079446,3347,"factor_midas","Spain","Revenues",1570.83902920554,1570.83902920554,2467535.2556754
2024-08-15,2024-07-01,2024-09-15,1757.75146685766,3347,"factor_midas","Spain","Revenues",1589.24853314234,1589.24853314234,2525710.90009509
2024-08-27,2024-07-01,2024-09-15,1467.08862533699,3347,"factor_midas","Spain","Revenues",1879.91137466301,1879.91137466301,3534066.77658735
2024-08-29,2024-07-01,2024-09-15,1407.72584784815,3347,"factor_midas","Spain","Revenues",1939.27415215185,1939.27415215185,3760784.23720427
2024-09-01,2024-07-01,2024-09-15,1312.82012486801,3347,"factor_midas","Spain","Revenues",2034.17987513199,2034.17987513199,4137887.76439201
2024-09-05,2024-07-01,2024-09-15,1121.63745000755,3347,"factor_midas","Spain","Revenues",2225.36254999245,2225.36254999245,4952238.4789089
2024-09-07,2024-07-01,2024-09-15,1173.35866124433,3347,"factor_midas","Spain","Revenues",2173.64133875567,2173.64133875567,4724716.66954756
2024-09-15,2024-10-01,2024-12-15,1373.93239399292,4698,"factor_midas","Spain","Revenues",3324.06760600708,3324.06760600708,11049425.4493056
2024-09-26,2024-10-01,2024-12-15,1458.44189823524,4698,"factor_midas","Spain","Revenues",3239.55810176476,3239.55810176476,10494736.6947097
2024-09-27,2024-10-01,2024-12-15,1370.50178768818,4698,"factor_midas","Spain","Revenues",3327.49821231182,3327.49821231182,11072244.3529383
2024-10-01,2024-10-01,2024-12-15,1395.12892762349,4698,"factor_midas","Spain","Revenues",3302.87107237651,3302.87107237651,10908957.3207416
2024-10-02,2024-10-01,2024-12-15,1408.14723487765,4698,"factor_midas","Spain","Revenues",3289.85276512235,3289.85276512235,10823131.2161832
2024-10-05,2024-10-01,2024-12-15,1553.20756126704,4698,"factor_midas","Spain","Revenues",3144.79243873296,3144.79243873296,9889719.48271197
2024-10-15,2024-10-01,2024-12-15,1273.0982627767,4698,"factor_midas","Spain","Revenues",3424.9017372233,3424.9017372233,11729951.9096352
2024-10-27,2024-10-01,2024-12-15,1317.09927479962,4698,"factor_midas","Spain","Revenues",3380.90072520038,3380.90072520038,11430489.7136604
2024-10-31,2024-10-01,2024-12-15,1034.22658065301,4698,"factor_midas","Spain","Revenues",3663.77341934699,3663.77341934699,13423235.6683135
2024-11-01,2024-10-01,2024-12-15,1037.67731249707,4698,"factor_midas","Spain","Revenues",3660.32268750293,3660.32268750293,13397962.1766487
2024-11-05,2024-10-01,2024-12-15,1056.78968911699,4698,"factor_midas","Spain","Revenues",3641.21031088301,3641.21031088301,13258412.5280807
2024-11-15,2024-10-01,2024-12-15,1315.02407048991,4698,"factor_midas","Spain","Revenues",3382.97592951009,3382.97592951009,11444526.1396447
2024-11-27,2024-10-01,2024-12-15,1136.21319808726,4698,"factor_midas","Spain","Revenues",3561.78680191274,3561.78680191274,12686325.2222798
2024-11-28,2024-10-01,2024-12-15,1034.35124465157,4698,"factor_midas","Spain","Revenues",3663.64875534843,3663.64875534843,13422322.2025661
2024-12-01,2024-10-01,2024-12-15,1152.96273364272,4698,"factor_midas","Spain","Revenues",3545.03726635728,3545.03726635728,12567289.2198619
2024-12-05,2024-10-01,2024-12-15,1486.89125200565,4698,"factor_midas","Spain","Revenues",3211.10874799435,3211.10874799435,10311219.3914458
2024-12-07,2024-10-01,2024-12-15,1608.96976370992,4698,"factor_midas","Spain","Revenues",3089.03023629008,3089.03023629008,9542107.80071435
2024-12-15,2025-01-01,2025-03-15,3073.89037080391,-1203,"factor_midas","Spain","Revenues",-4276.89037080391,4276.89037080391,18291791.2438752
2024-12-26,2025-01-01,2025-03-15,3106.33623251439,-1203,"factor_midas","Spain","Revenues",-4309.33623251439,4309.33623251439,18570378.7648613
2024-12-27,2025-01-01,2025-03-15,3214.323029051,-1203,"factor_midas","Spain","Revenues",-4417.323029051,4417.323029051,19512742.7429843
2025-01-01,2025-01-01,2025-03-15,3258.69810683822,-1203,"factor_midas","Spain","Revenues",-4461.69810683822,4461.69810683822,19906749.9965638
2025-01-03,2025-01-01,2025-03-15,3195.73775781967,-1203,"factor_midas","Spain","Revenues",-4398.73775781967,4398.73775781967,19348893.8620684
2025-01-05,2025-01-01,2025-03-15,3401.61685004653,-1203,"factor_midas","Spain","Revenues",-4604.61685004653,4604.61685004653,21202496.3357324
2025-01-15,2025-01-01,2025-03-15,3668.69283763726,-1203,"factor_midas","Spain","Revenues",-4871.69283763726,4871.69283763726,23733391.1042862
2025-01-27,2025-01-01,2025-03-15,3491.15409189878,-1203,"factor_midas","Spain","Revenues",-4694.15409189878,4694.15409189878,22035082.63849
2025-01-30,2025-01-01,2025-03-15,3516.8909699144,-1203,"factor_midas","Spain","Revenues",-4719.8909699144,4719.8909699144,22277370.7678794
2025-02-01,2025-01-01,2025-03-15,3732.46513695958,-1203,"factor_midas","Spain","Revenues",-4935.46513695958,4935.46513695958,24358816.1181434
2025-02-05,2025-01-01,2025-03-15,3849.49740062143,-1203,"factor_midas","Spain","Revenues",-5052.49740062143,5052.49740062143,25527729.9832864
2025-02-06,2025-01-01,2025-03-15,3809.34446365579,-1203,"factor_midas","Spain","Revenues",-5012.34446365579,5012.34446365579,25123597.0223409
2025-02-15,2025-01-01,2025-03-15,3930.99106790077,-1203,"factor_midas","Spain","Revenues",-5133.99106790077,5133.99106790077,26357864.2852849
2025-02-27,2025-01-01,2025-03-15,4063.97429421376,-1203,"factor_midas","Spain","Revenues",-5266.97429421376,5266.97429421376,27741018.2159086
2025-03-01,2025-01-01,2025-03-15,4126.57229381228,-1203,"factor_midas","Spain","Revenues",-5329.57229381228,5329.57229381228,28404340.8349714
2025-03-05,2025-01-01,2025-03-15,3756.93305154324,-1203,"factor_midas","Spain","Revenues",-4959.93305154324,4959.93305154324,24600935.875791
2025-03-06,2025-01-01,2025-03-15,3781.59057305178,-1203,"factor_midas","Spain","Revenues",-4984.59057305178,4984.59057305178,24846143.1809567
2025-03-15,2025-04-01,2025-06-15,2807.56301987082,4751,"factor_midas","Spain","Revenues",1943.43698012918,1943.43698012918,3776947.29573363
2025-03-27,2025-04-01,2025-06-15,2920.74391850135,4751,"factor_midas","Spain","Revenues",1830.25608149865,1830.25608149865,3349837.32386279
2025-04-01,2025-04-01,2025-06-15,2993.9007155385,4751,"factor_midas","Spain","Revenues",1757.0992844615,1757.0992844615,3087397.89545513
2025-04-02,2025-04-01,2025-06-15,3034.23711725834,4751,"factor_midas","Spain","Revenues",1716.76288274166,1716.76288274166,2947274.79555947
2025-04-05,2025-04-01,2025-06-15,3149.88151477239,4751,"factor_midas","Spain","Revenues",1601.11848522761,1601.11848522761,2563580.40373757
2025-04-15,2025-04-01,2025-06-15,3085.16341856554,4751,"factor_midas","Spain","Revenues",1665.83658143446,1665.83658143446,2775011.51604525
2025-04-24,2025-04-01,2025-06-15,3062.3813087218,4751,"factor_midas","Spain","Revenues",1688.6186912782,1688.6186912782,2851433.08453408
2025-04-27,2025-04-01,2025-06-15,3057.26010241519,4751,"factor_midas","Spain","Revenues",1693.73989758481,1693.73989758481,2868754.84067061
2025-05-01,2025-04-01,2025-06-15,3186.28450574972,4751,"factor_midas","Spain","Revenues",1564.71549425028,1564.71549425028,2448334.5779469
2025-05-04,2025-04-01,2025-06-15,3174.87323738065,4751,"factor_midas","Spain","Revenues",1576.12676261935,1576.12676261935,2484175.57184496
2025-05-05,2025-04-01,2025-06-15,3321.23802186609,4751,"factor_midas","Spain","Revenues",1429.76197813391,1429.76197813391,2044219.31411739
2025-05-15,2025-04-01,2025-06-15,3233.61922193275,4751,"factor_midas","Spain","Revenues",1517.38077806725,1517.38077806725,2302444.42564799
2025-05-27,2025-04-01,2025-06-15,3394.99648228437,4751,"factor_midas","Spain","Revenues",1356.00351771563,1356.00351771563,1838745.54005716
2025-05-29,2025-04-01,2025-06-15,3379.99114005657,4751,"factor_midas","Spain","Revenues",1371.00885994343,1371.00885994343,1879665.29404339
2025-06-01,2025-04-01,2025-06-15,3450.94607252753,4751,"factor_midas","Spain","Revenues",1300.05392747247,1300.05392747247,1690140.21433661
2025-06-05,2025-04-01,2025-06-15,3234.63868118504,4751,"factor_midas","Spain","Revenues",1516.36131881496,1516.36131881496,2299351.64919825
2025-06-07,2025-04-01,2025-06-15,3305.96114456744,4751,"factor_midas","Spain","Revenues",1445.03885543256,1445.03885543256,2088137.29370984
2025-06-15,2025-07-01,2025-09-15,2403.71448779907,3792,"factor_midas","Spain","Revenues",1388.28551220093,1388.28551220093,1927336.66338699
