"model","block","year_month","cross_sec_sd","fragmentation_index"
"factor_midas","Expenditures","2020-11",0.942202583560907,109.725442432517
"factor_midas","Expenditures","2020-12",0.153030339842138,92.1272474668029
"factor_midas","Expenditures","2021-01",2.47108941026596,119.060952880034
"factor_midas","Expenditures","2021-02",2.79271209523396,120.245608453028
"factor_midas","Expenditures","2021-03",0.495118073273225,103.495688497555
"factor_midas","Expenditures","2021-04",0.237373856472605,96.3777304055286
"factor_midas","Expenditures","2021-05",0.549613043039645,104.506685429785
"factor_midas","Expenditures","2021-06",0.440146117905084,102.356196300033
"factor_midas","Expenditures","2021-07",0.346358278375908,100.036023714372
"factor_midas","Expenditures","2021-08",0.539208358686792,104.32163543186
"factor_midas","Expenditures","2021-09",0.281561967207249,98.0306371550468
"factor_midas","Expenditures","2021-10",0.326847675800135,99.4746552972703
"factor_midas","Expenditures","2021-11",1.4595371648346,113.962895034844
"factor_midas","Expenditures","2021-12",0.290456956965161,98.3317807762063
"factor_midas","Expenditures","2022-01",2.74427979794764,120.076223096685
"factor_midas","Expenditures","2022-02",2.35138552884293,118.580189836518
"factor_midas","Expenditures","2022-03",0.507657917636858,103.737855219266
"factor_midas","Expenditures","2022-04",1.46052905196667,113.969472721439
"factor_midas","Expenditures","2022-05",0.499336899732993,103.577839477182
"factor_midas","Expenditures","2022-06",0.677834070953179,106.536925028376
"factor_midas","Expenditures","2022-07",1.31008599952589,112.916961032764
"factor_midas","Expenditures","2022-08",0.263102663451142,97.3741048399713
"factor_midas","Expenditures","2022-09",0.731424319357447,107.273654793974
"factor_midas","Expenditures","2022-10",0.957315252556744,109.879509764592
"factor_midas","Expenditures","2022-11",0.583972138546728,105.093801834603
"factor_midas","Expenditures","2022-12",0.191274023590557,94.2870621184211
"factor_midas","Expenditures","2023-01",0.880378728456433,109.068330386751
"factor_midas","Expenditures","2023-02",0.42093502449902,101.924096881174
"factor_midas","Expenditures","2023-03",0.325734825793399,99.4416331558264
"factor_midas","Expenditures","2023-04",0.0981217299398337,87.8242173370467
"factor_midas","Expenditures","2023-05",0.37590927691784,100.828744354456
"factor_midas","Expenditures","2023-06",0.393011356653579,101.259511572098
"factor_midas","Expenditures","2023-07",0.240921033716419,96.5213450458532
"factor_midas","Expenditures","2023-08",0.601655333451742,105.382635817793
"factor_midas","Expenditures","2023-09",0.101467071556419,88.1488173864706
"factor_midas","Expenditures","2023-10",0.162304389462954,92.6969215701224
"factor_midas","Expenditures","2023-11",0.246018742918768,96.724075631948
"factor_midas","Expenditures","2023-12",0.0760001091789686,85.3506687775064
"factor_midas","Expenditures","2024-01",0.413809772373262,101.758801519295
"factor_midas","Expenditures","2024-02",0.212661338319254,95.3133148377392
"factor_midas","Expenditures","2024-03",0.166594704015304,92.9495339885481
"factor_midas","Expenditures","2024-04",0.349580016529075,100.12566874333
"factor_midas","Expenditures","2024-05",0.107171933668971,88.6784339039005
"factor_midas","Expenditures","2024-06",0.118265649120865,89.6321195302698
"factor_midas","Expenditures","2024-07",0.210893234427821,95.2324788904911
"factor_midas","Expenditures","2024-08",0.307964911638796,98.8984837885953
"factor_midas","Expenditures","2024-09",0.0410202455137913,79.3799618725856
"factor_midas","Expenditures","2024-10",0.24668896879864,96.7504168410305
"factor_midas","Expenditures","2024-11",0.293804549833657,98.4427324136464
"factor_midas","Expenditures","2024-12",0.116208812892849,89.4622486610666
"factor_midas","Expenditures","2025-01",0.269463809307514,97.605410249517
"factor_midas","Expenditures","2025-02",0.53297932484428,104.209133918015
"factor_midas","Expenditures","2025-03",0.22957369454872,96.0542265054917
"factor_midas","Expenditures","2025-04",0.166183684873988,92.9256167652882
"factor_midas","Expenditures","2025-05",0.580076270705596,105.028992375068
"factor_midas","Expenditures","2025-06",0.282412835464829,98.0598521997169
"factor_midas","Expenditures","2025-07",0.150726214261465,91.9803574021862
"factor_midas","Expenditures","2025-08",0.127591407722896,90.3669945991649
"factor_midas","Expenditures","2025-09",0.0970037488282409,87.713266945096
"factor_midas","Revenues","2013-01",NA,NA
"factor_midas","Revenues","2013-02",NA,NA
"factor_midas","Revenues","2013-03",2.71724562307462,120.001866177239
"factor_midas","Revenues","2013-04",0.361223201841518,100.414441382877
"factor_midas","Revenues","2013-05",2.06382648872022,117.33190424151
"factor_midas","Revenues","2013-06",1.25383390833525,112.494393313595
"factor_midas","Revenues","2013-07",0.0943699806008329,87.3850745273132
"factor_midas","Revenues","2013-08",0.269408900297756,97.5677276390471
"factor_midas","Revenues","2013-09",0.251646645836798,96.9056715000446
"factor_midas","Revenues","2013-10",0.17910322179231,93.6046937012595
"factor_midas","Revenues","2013-11",0.521744535010384,103.983509491955
"factor_midas","Revenues","2013-12",0.139645587930967,91.1890764697309
"factor_midas","Revenues","2014-01",0.573356673428796,104.899164562441
"factor_midas","Revenues","2014-02",0.165081932544879,92.8133800189851
"factor_midas","Revenues","2014-03",0.523823162644517,104.02210507036
"factor_midas","Revenues","2014-04",0.394448225880481,101.268573063917
"factor_midas","Revenues","2014-05",1.34327350186825,113.163236219881
"factor_midas","Revenues","2014-06",0.910576155685402,109.389300455726
"factor_midas","Revenues","2014-07",0.275569947825265,97.7872131507252
"factor_midas","Revenues","2014-08",0.198875113681161,94.6211538370299
"factor_midas","Revenues","2014-09",0.862111997141117,108.858404991315
"factor_midas","Revenues","2014-10",0.326418719548847,99.4309817316621
"factor_midas","Revenues","2014-11",0.135292124600503,90.8816442941054
"factor_midas","Revenues","2014-12",0.331519975030736,99.5815081717705
"factor_midas","Revenues","2015-01",1.12003750890701,111.39902497314
"factor_midas","Revenues","2015-02",1.1213255225478,111.410181287628
"factor_midas","Revenues","2015-03",0.519770228704776,103.946708284802
"factor_midas","Revenues","2015-04",1.42289299442238,113.722186925524
"factor_midas","Revenues","2015-05",0.17300554146933,93.2684581109298
"factor_midas","Revenues","2015-06",0.438091732546923,102.287223775795
"factor_midas","Revenues","2015-07",0.437747145444682,102.279585641967
"factor_midas","Revenues","2015-08",0.409515667718593,101.632459842678
"factor_midas","Revenues","2015-09",0.449375659854932,102.534079795477
"factor_midas","Revenues","2015-10",0.31882636317936,99.2025353056509
"factor_midas","Revenues","2015-11",0.684699177966869,106.62187109711
"factor_midas","Revenues","2015-12",0.180835653733791,93.6981359374078
"factor_midas","Revenues","2016-01",0.117917539057643,89.5474176250998
"factor_midas","Revenues","2016-02",0.326309415145715,99.4277307256627
"factor_midas","Revenues","2016-03",0.157530912897968,92.3588990389949
"factor_midas","Revenues","2016-04",0.20519252239121,94.9247055865263
"factor_midas","Revenues","2016-05",0.0855922729570299,86.4374050646272
"factor_midas","Revenues","2016-06",0.129178680789292,90.432797630921
"factor_midas","Revenues","2016-07",0.245517570542958,96.666323645232
"factor_midas","Revenues","2016-08",0.0808067482317607,85.8789207022385
"factor_midas","Revenues","2016-09",0.117425929055819,89.5068638176275
"factor_midas","Revenues","2016-10",0.10589185580218,88.5032688927017
"factor_midas","Revenues","2016-11",0.18068042167745,93.689799773102
"factor_midas","Revenues","2016-12",0.346077105967638,99.9986498003258
"factor_midas","Revenues","2017-01",0.173885300337726,93.3176942730113
"factor_midas","Revenues","2017-02",0.121217344349155,89.8153254456178
"factor_midas","Revenues","2017-03",0.253269080385935,96.9680539210721
"factor_midas","Revenues","2017-04",0.322730882684729,99.320689729523
"factor_midas","Revenues","2017-05",0.232799794923451,96.1500144904858
"factor_midas","Revenues","2017-06",0.442794901064386,102.390878019944
"factor_midas","Revenues","2017-07",0.0863324904085243,86.5209915396221
"factor_midas","Revenues","2017-08",0.0396312607427376,78.9632848117563
"factor_midas","Revenues","2017-09",0.128316188619296,90.3677695934141
"factor_midas","Revenues","2017-10",0.308315065175837,98.8771155065277
"factor_midas","Revenues","2017-11",0.168400115349128,93.0065566661137
"factor_midas","Revenues","2017-12",0.149616920663273,91.8585688117302
"factor_midas","Revenues","2018-01",0.25285006874791,96.9519813313792
"factor_midas","Revenues","2018-02",0.355846328480156,100.268865604415
"factor_midas","Revenues","2018-03",0.171281585247581,93.1712457431996
"factor_midas","Revenues","2018-04",0.0872544350463487,86.6241023874092
"factor_midas","Revenues","2018-05",0.383066589470401,100.984362968183
"factor_midas","Revenues","2018-06",0.384936892060808,101.031641282926
"factor_midas","Revenues","2018-07",0.423809741428707,101.965499870884
"factor_midas","Revenues","2018-08",0.0889159667219243,86.8072077232709
"factor_midas","Revenues","2018-09",0.0514146677391895,81.49005310609
"factor_midas","Revenues","2018-10",0.368552296310485,100.609420493774
"factor_midas","Revenues","2018-11",0.447615832387717,102.495991216724
"factor_midas","Revenues","2018-12",0.0850510320414931,86.3758285270752
"factor_midas","Revenues","2019-01",0.418541329576751,101.844075827385
"factor_midas","Revenues","2019-02",0.0650295138496627,83.7703859467914
"factor_midas","Revenues","2019-03",0.0784605237652868,85.5929069739448
"factor_midas","Revenues","2019-04",0.273245461646755,97.7049859111924
"factor_midas","Revenues","2019-05",0.110081247391273,88.8799017546086
"factor_midas","Revenues","2019-06",0.330585894100329,99.5541195739504
"factor_midas","Revenues","2019-07",0.096557487317876,87.6075142929802
"factor_midas","Revenues","2019-08",0.10559456350955,88.4759782417746
"factor_midas","Revenues","2019-09",0.107297322603964,88.6312583419046
"factor_midas","Revenues","2019-10",0.0701715957057051,84.5091073900758
"factor_midas","Revenues","2019-11",0.059570980779134,82.919352398054
"factor_midas","Revenues","2019-12",0.0979929810401904,87.7507625481882
"factor_midas","Revenues","2020-01",0.111500314988543,89.0042351641492
"factor_midas","Revenues","2020-02",0.0759238299507413,85.2738881598765
"factor_midas","Revenues","2020-03",1.32692833574371,113.044396090658
"factor_midas","Revenues","2020-04",2.33177905177355,118.516828152979
"factor_midas","Revenues","2020-05",1.65361256821569,115.18085118629
"factor_midas","Revenues","2020-06",2.27942506598111,118.296400280857
"factor_midas","Revenues","2020-07",6.76807806387759,128.860406431578
"factor_midas","Revenues","2020-08",2.63996066820752,119.721775172803
"factor_midas","Revenues","2020-09",3.03314393713504,121.06944496722
"factor_midas","Revenues","2020-10",2.66748061934952,119.822440241569
"factor_midas","Revenues","2020-11",3.88327646044833,123.467832004385
"factor_midas","Revenues","2020-12",1.66457005392013,115.244961019833
"factor_midas","Revenues","2021-01",0.524016162540143,104.0256808836
"factor_midas","Revenues","2021-02",1.1660274612096,111.789636838431
"factor_midas","Revenues","2021-03",0.88640280550503,109.128124921139
"factor_midas","Revenues","2021-04",1.13572169910778,111.534010996222
"factor_midas","Revenues","2021-05",0.924274645091976,109.534241849693
"factor_midas","Revenues","2021-06",0.730308030949724,107.247840934017
"factor_midas","Revenues","2021-07",0.527351177509318,104.087263367896
"factor_midas","Revenues","2021-08",0.451390525978156,102.577505541395
"factor_midas","Revenues","2021-09",0.800623025938343,108.14013996984
"factor_midas","Revenues","2021-10",0.648018856384519,106.087408891634
"factor_midas","Revenues","2021-11",1.22064745104529,112.234008776805
"factor_midas","Revenues","2021-12",0.765508371607792,107.704783067118
"factor_midas","Revenues","2022-01",1.4326230763979,113.788339387791
"factor_midas","Revenues","2022-02",1.35009200420565,113.212384358002
"factor_midas","Revenues","2022-03",0.950097852535485,109.801723628418
"factor_midas","Revenues","2022-04",0.93582750748689,109.65482061486
"factor_midas","Revenues","2022-05",0.674300671339189,106.473321156496
"factor_midas","Revenues","2022-06",0.475304377672148,103.078602341833
"factor_midas","Revenues","2022-07",0.362675157898973,100.453380751474
"factor_midas","Revenues","2022-08",0.37358866611402,100.741170400898
"factor_midas","Revenues","2022-09",0.621734174853861,105.685471926425
"factor_midas","Revenues","2022-10",1.29310640030585,112.793769021794
"factor_midas","Revenues","2022-11",0.963840410139503,109.94112259281
"factor_midas","Revenues","2022-12",0.683913395386864,106.610724703855
"factor_midas","Revenues","2023-01",1.51752600683086,114.347209780779
"factor_midas","Revenues","2023-02",0.482805179104449,103.230591920704
"factor_midas","Revenues","2023-03",0.219345110094603,95.5721359470245
"factor_midas","Revenues","2023-04",0.449795295960008,102.543140105345
"factor_midas","Revenues","2023-05",0.285867150046597,98.1433191431807
"factor_midas","Revenues","2023-06",0.301261895359289,98.6524752322769
"factor_midas","Revenues","2023-07",0.602436188374514,105.379403480691
"factor_midas","Revenues","2023-08",1.13245612207094,111.506060110379
"factor_midas","Revenues","2023-09",0.577222825421861,104.964398916926
"factor_midas","Revenues","2023-10",0.238731702763541,96.3942557556837
"factor_midas","Revenues","2023-11",0.159120739710851,92.4563719979296
"factor_midas","Revenues","2023-12",0.122870971595069,89.9468508709868
"factor_midas","Revenues","2024-01",0.224279064332888,95.7880645939646
"factor_midas","Revenues","2024-02",0.103534678670693,88.2847488404817
"factor_midas","Revenues","2024-03",0.470203271230641,102.973861515614
"factor_midas","Revenues","2024-04",0.567562477939956,104.800569662728
"factor_midas","Revenues","2024-05",0.659889952966622,106.263621809294
"factor_midas","Revenues","2024-06",0.320117454698538,99.2417643193703
"factor_midas","Revenues","2024-07",0.774717222941018,107.820858080734
"factor_midas","Revenues","2024-08",0.341149673072839,99.8594493856399
"factor_midas","Revenues","2024-09",0.247062890780062,96.7272289580442
"factor_midas","Revenues","2024-10",0.388495432520597,101.120964652161
"factor_midas","Revenues","2024-11",0.178530409196644,93.5735989547348
"factor_midas","Revenues","2024-12",0.073660171511195,84.9800749290996
"factor_midas","Revenues","2025-01",0.140510510938147,91.2490129437664
"factor_midas","Revenues","2025-02",0.715126573597361,107.043928631373
"factor_midas","Revenues","2025-03",0.20293695483438,94.8174117584791
"factor_midas","Revenues","2025-04",0.100867343117876,88.0313937921118
"factor_midas","Revenues","2025-05",0.160042616284594,92.5124475304054
"factor_midas","Revenues","2025-06",0.0866309037704638,86.554486304971
"factor_midas","Revenues","2025-07",0.153380987915229,92.0997550523223
"factor_midas","Revenues","2025-08",0.113847704332701,89.2064716615085
"factor_midas","Revenues","2025-09",0.117844315501376,89.5413880079876
"factor_midas","Total","2013-01",4.32347162146394,124.731240256352
"factor_midas","Total","2013-02",1.65915595123328,114.88489529111
"factor_midas","Total","2013-03",2.19561057951959,117.765047659281
"factor_midas","Total","2013-04",0.77263855944694,107.027833979047
"factor_midas","Total","2013-05",2.08031065023201,117.210476012005
"factor_midas","Total","2013-06",0.840234805882118,107.890077235103
"factor_midas","Total","2013-07",0.0932378140997766,85.2876524463766
"factor_midas","Total","2013-08",0.35564080750869,99.0511342924143
"factor_midas","Total","2013-09",0.159732586810819,90.8222481631282
"factor_midas","Total","2013-10",0.234273021983726,94.7596165850561
"factor_midas","Total","2013-11",1.40113439930504,113.147179930107
"factor_midas","Total","2013-12",0.163132351242814,91.0387676645272
"factor_midas","Total","2014-01",0.243336678072608,95.1498598773295
"factor_midas","Total","2014-02",1.78958399743287,115.662879439584
"factor_midas","Total","2014-03",0.357992726356423,99.1188987053194
"factor_midas","Total","2014-04",0.781508744945156,107.145188077947
"factor_midas","Total","2014-05",0.745397766645785,106.658824751627
"factor_midas","Total","2014-06",0.259078840899522,95.7943207618883
"factor_midas","Total","2014-07",0.248877119222674,95.381312406322
"factor_midas","Total","2014-08",0.589474337830861,104.246078222136
"factor_midas","Total","2014-09",0.641902739271929,105.122052216104
"factor_midas","Total","2014-10",0.831539932581061,107.783136678507
"factor_midas","Total","2014-11",0.512630046995373,102.810102243987
"factor_midas","Total","2014-12",0.660280192420145,105.412250731174
"factor_midas","Total","2015-01",0.90836516290405,108.691613424151
"factor_midas","Total","2015-02",0.825821501762532,107.712192887739
"factor_midas","Total","2015-03",0.303726030389598,97.4288881605917
"factor_midas","Total","2015-04",1.08227367914877,110.492514941299
"factor_midas","Total","2015-05",0.687568557423091,105.828591297796
"factor_midas","Total","2015-06",0.448610056578739,101.438651776878
"factor_midas","Total","2015-07",0.55846350558276,103.690489076371
"factor_midas","Total","2015-08",0.418153036892529,100.715850585366
"factor_midas","Total","2015-09",0.361448072002406,99.2176522740551
"factor_midas","Total","2015-10",0.162058861638395,90.9708920704854
"factor_midas","Total","2015-11",1.09677087267436,110.629312157338
"factor_midas","Total","2015-12",2.29296632816649,118.211087931238
"factor_midas","Total","2016-01",0.212282753646544,93.7462670670881
"factor_midas","Total","2016-02",0.104124652119889,86.4230064503964
"factor_midas","Total","2016-03",0.168562530754655,91.3754088472456
"factor_midas","Total","2016-04",0.183434008981891,92.244624165622
"factor_midas","Total","2016-05",0.144246691525234,89.7738614886809
"factor_midas","Total","2016-06",0.116941848907894,87.6164736421821
"factor_midas","Total","2016-07",0.181950683479199,92.1611520299691
"factor_midas","Total","2016-08",0.346162935292992,98.7734351114659
"factor_midas","Total","2016-09",0.19776299089528,93.0178806281958
"factor_midas","Total","2016-10",0.893284722903855,108.51950315562
"factor_midas","Total","2016-11",0.275267086323366,96.4174286097515
"factor_midas","Total","2016-12",0.437819505670977,101.188344275793
"factor_midas","Total","2017-01",0.163483389841445,91.0608665795834
"factor_midas","Total","2017-02",0.110376686229566,87.0224763560288
"factor_midas","Total","2017-03",0.279384649436779,96.5700730150782
"factor_midas","Total","2017-04",0.246824830683407,95.29618423607
"factor_midas","Total","2017-05",0.241883592243862,95.0882845605388
"factor_midas","Total","2017-06",0.323722640228845,98.0843966091941
"factor_midas","Total","2017-07",0.11464845042191,87.4128508543198
"factor_midas","Total","2017-08",0.512664036345971,102.810783872016
"factor_midas","Total","2017-09",0.411549407840442,100.552198141549
"factor_midas","Total","2017-10",0.287672668624888,96.8706167927533
"factor_midas","Total","2017-11",0.394096776151081,100.10670856885
"factor_midas","Total","2017-12",0.105686272653344,86.5760476838942
"factor_midas","Total","2018-01",0.123201602994118,88.1525639320085
"factor_midas","Total","2018-02",0.598270757026168,104.398358491748
"factor_midas","Total","2018-03",0.0998886179216238,85.9960176455346
"factor_midas","Total","2018-04",0.206563513983553,93.4654886866035
"factor_midas","Total","2018-05",0.377928153225773,99.6760250613874
"factor_midas","Total","2018-06",0.223557901826925,94.278307276761
"factor_midas","Total","2018-07",0.135902027454963,89.1612265907843
"factor_midas","Total","2018-08",0.422522562945404,100.822722312086
"factor_midas","Total","2018-09",0.117423993751726,87.6587732993754
"factor_midas","Total","2018-10",0.247762389577638,95.3351613081922
"factor_midas","Total","2018-11",0.0554582007729791,79.9465801845742
"factor_midas","Total","2018-12",0.0987084181672762,85.8738261741556
"factor_midas","Total","2019-01",0.304327334244574,97.4492213477622
"factor_midas","Total","2019-02",0.0788873570235244,83.5694130708038
"factor_midas","Total","2019-03",0.0963696751529933,85.6273086290883
"factor_midas","Total","2019-04",0.174858855916504,91.7524263424121
"factor_midas","Total","2019-05",0.0950114788762494,85.4813856516707
"factor_midas","Total","2019-06",0.15578752726526,90.5651481076868
"factor_midas","Total","2019-07",0.108853464114161,86.8796123025264
"factor_midas","Total","2019-08",0.476883253346166,102.066984697712
"factor_midas","Total","2019-09",0.20450324824098,93.362434049043
"factor_midas","Total","2019-10",0.041928677663522,77.0714817343186
"factor_midas","Total","2019-11",0.195252614233492,92.886543345997
"factor_midas","Total","2019-12",0.0458360784425156,77.9875082074198
"factor_midas","Total","2020-01",0.0913958786613672,85.0825216431074
"factor_midas","Total","2020-02",0.607292174087171,104.552225676024
"factor_midas","Total","2020-03",1.0292624200698,109.976200940453
"factor_midas","Total","2020-04",1.18714151037689,111.443318404537
"factor_midas","Total","2020-05",1.72290931217403,115.272532603692
"factor_midas","Total","2020-06",0.86175415367936,108.150062380568
"factor_midas","Total","2020-07",3.77887342458623,123.347120084143
"factor_midas","Total","2020-08",3.6869088181735,123.093828715756
"factor_midas","Total","2020-09",1.8966999081968,116.260520611244
"factor_midas","Total","2020-10",2.48144986674307,119.023229883143
"factor_midas","Total","2020-11",1.94389892563985,116.513222741133
"factor_midas","Total","2020-12",1.27391938537472,112.168621878942
"factor_midas","Total","2021-01",1.81333762388639,115.798440333874
"factor_midas","Total","2021-02",2.07383226219088,117.178410446664
"factor_midas","Total","2021-03",0.750657874366246,106.731118660334
"factor_midas","Total","2021-04",0.902152706130803,108.621060455284
"factor_midas","Total","2021-05",0.75103739429076,106.736315098962
"factor_midas","Total","2021-06",0.786566653016896,107.211510216488
"factor_midas","Total","2021-07",0.518937258729558,102.93582047978
"factor_midas","Total","2021-08",0.876088864734033,108.319668404993
"factor_midas","Total","2021-09",0.69111288439483,105.88145089281
"factor_midas","Total","2021-10",0.416601008379411,100.677621431269
"factor_midas","Total","2021-11",0.90743629690273,108.681095312693
"factor_midas","Total","2021-12",0.460430593885309,101.706033315317
"factor_midas","Total","2022-01",2.16384470104545,117.61522091091
"factor_midas","Total","2022-02",2.53608150235743,119.247114520743
"factor_midas","Total","2022-03",0.778266313782171,107.102445329627
"factor_midas","Total","2022-04",1.20140892929778,111.566138430917
"factor_midas","Total","2022-05",0.566859602837934,103.843901774084
"factor_midas","Total","2022-06",0.50216876752566,102.598132799036
"factor_midas","Total","2022-07",0.865075980094824,108.189615512334
"factor_midas","Total","2022-08",0.404127530410066,100.365103820744
"factor_midas","Total","2022-09",0.881856472073745,108.387128182147
"factor_midas","Total","2022-10",0.86892507251263,108.235257307752
"factor_midas","Total","2022-11",0.781107197470916,107.139904383655
"factor_midas","Total","2022-12",0.381477844390096,99.7721359813898
"factor_midas","Total","2023-01",1.02134670559875,109.896829837311
"factor_midas","Total","2023-02",0.435077691642006,101.123759620175
"factor_midas","Total","2023-03",0.383970876781493,99.8391038350269
"factor_midas","Total","2023-04",0.319211199092652,97.9401156026202
"factor_midas","Total","2023-05",0.298805241178248,97.2609621964655
