"source","fragmentation_index","frag_ea_c","marginal_effect","ci_low","ci_high","ci_low_68","ci_high_68"
"GDP-weighted country aggregates",104.337011283515,4.33701128351469,-2.38097206985872,-3.5688631007628,-1.19308103895464,-2.9870389223608,-1.77490521735664
"GDP-weighted country aggregates",104.821389428716,4.82138942871577,-2.49984600001519,-3.76302966793752,-1.23666233209285,-3.14432746324087,-1.8553645367895
"GDP-weighted country aggregates",105.305767573917,5.30576757391685,-2.61871993017166,-3.95851098183839,-1.27892887850493,-3.30228679326693,-1.93515306707639
"GDP-weighted country aggregates",105.790145719118,5.79014571911793,-2.73759386032813,-4.15509389594149,-1.32009382471476,-3.4608081642125,-2.01437955644376
"GDP-weighted country aggregates",106.274523864319,6.27452386431901,-2.8564677904846,-4.35260676979723,-1.36032881117196,-3.61980400441962,-2.09313157654958
"GDP-weighted country aggregates",106.75890200952,6.7589020095201,-2.97534172064107,-4.55091036258929,-1.39977307869284,-3.77920327265546,-2.17148016862667
"GDP-weighted country aggregates",107.243280154721,7.24328015472118,-3.09421565079753,-4.74989087594877,-1.4385404256463,-3.93894790852776,-2.24948339306731
"GDP-weighted country aggregates",107.727658299922,7.72765829992226,-3.213089580954,-4.94945462393482,-1.47672453797319,-4.09899011308707,-2.32718904882093
"GDP-weighted country aggregates",108.212036445123,8.21203644512334,-3.33196351111047,-5.14952393085147,-1.51440309136947,-4.25929025587629,-2.40463676634466
"GDP-weighted country aggregates",108.696414590324,8.69641459032442,-3.45083744126694,-5.35003395609881,-1.55164092643508,-4.41981525495667,-2.48185962757721
"GDP-weighted country aggregates",109.180792735526,9.1807927355255,-3.56971137142341,-5.55093022104782,-1.588492521799,-4.58053731510934,-2.55888542773749
"GDP-weighted country aggregates",109.665170880727,9.66517088072658,-3.68858530157988,-5.75216666994939,-1.62500393321037,-4.7414329385031,-2.63573766465666
"GDP-weighted country aggregates",110.149549025928,10.1495490259277,-3.80745923173635,-5.95370413930716,-1.66121432416555,-4.90248214376227,-2.71243631971043
"GDP-weighted country aggregates",110.633927171129,10.6339271711288,-3.92633316189282,-6.15550914155046,-1.69715718223519,-5.06366784539161,-2.78899847839403
"GDP-weighted country aggregates",111.11830531633,11.1183053163298,-4.04520709204929,-6.35755289207762,-1.73286129202096,-5.22497535736987,-2.86543882672871
"GDP-weighted country aggregates",111.602683461531,11.6026834615309,-4.16408102220576,-6.55981052595861,-1.76835151845291,-5.38639199350824,-2.94177005090328
"GDP-weighted country aggregates",112.087061606732,12.087061606732,-4.28295495236223,-6.76226046338991,-1.80364944133454,-5.54790674370288,-3.01800316102157
"GDP-weighted country aggregates",112.571439751933,12.5714397519331,-4.4018288825187,-6.96488389255842,-1.83877387247897,-5.70951001008999,-3.09414775494741
"GDP-weighted country aggregates",113.055817897134,13.0558178971342,-4.52070281267517,-7.16766434575123,-1.87374127959911,-5.8711933907752,-3.17021223457514
"GDP-weighted country aggregates",113.540196042335,13.5401960423352,-4.63957674283164,-7.37058734996888,-1.9085661356944,-6.03294950157513,-3.24620398408815
"GDP-weighted country aggregates",114.024574187536,14.0245741875363,-4.75845067298811,-7.57364013741586,-1.94326120856036,-6.19477182830839,-3.32212951766783
