"source","h","state","irf","se_irf","ci_low","ci_high","ci_low_68","ci_high_68"
"Direct euro area EA-MD factors",15,"High fragmentation (+1 sd)",-1.88445928437822,0.601670368758778,-3.06373320714542,-0.705185361611014,-2.486129653137,-1.28278891561944
"Direct euro area EA-MD factors",16,"High fragmentation (+1 sd)",-1.023904045235,1.1007587046976,-3.1813911064423,1.1335830159723,-2.1246627499326,0.0768546594626018
"Direct euro area EA-MD factors",17,"High fragmentation (+1 sd)",-2.03290833830163,0.842416814213127,-3.68404529415935,-0.381771382443898,-2.87532515251475,-1.1904915240885
"Direct euro area EA-MD factors",18,"High fragmentation (+1 sd)",-1.94718619503593,0.770394660365538,-3.45715972935239,-0.437212660719478,-2.71758085540147,-1.17679153467039
"Direct euro area EA-MD factors",19,"High fragmentation (+1 sd)",-0.801231518789869,1.08227319115917,-2.92248697346185,1.32002393588211,-1.88350470994904,0.281041672369303
"Direct euro area EA-MD factors",20,"High fragmentation (+1 sd)",-3.32708780274107,1.13648675657708,-5.55460184563215,-1.09957375984999,-4.46357455931815,-2.19060104616399
"Direct euro area EA-MD factors",21,"High fragmentation (+1 sd)",-1.46721619888918,0.890449924264214,-3.21249805044704,0.278065652668682,-2.35766612315339,-0.576766274624963
"Direct euro area EA-MD factors",22,"High fragmentation (+1 sd)",-2.10265020618929,0.767819673484036,-3.607576766218,-0.59772364616058,-2.87046987967333,-1.33483053270525
"Direct euro area EA-MD factors",23,"High fragmentation (+1 sd)",-1.02245202190557,0.759555575582381,-2.51118095004703,0.4662769062359,-1.78200759748795,-0.262896446323186
"Direct euro area EA-MD factors",24,"High fragmentation (+1 sd)",-1.9743712601635,0.751367825626576,-3.44705219839159,-0.501690321935411,-2.72573908579007,-1.22300343453692
